"X1","X2","X3"
5620,0.555555555555556,0.704207326827708
5630,0.515598943857699,0.704207326827708
5650,0.701492537313433,0.704207326827708
5730,0.586440677966102,0.704207326827708
5780,0.785205479452055,0.704207326827708
5800,0.838187702265372,0.704207326827708
5810,0.659820295144399,0.704207326827708
5830,0.49941495585576,0.704207326827708
5840,0.511803751803752,0.704207326827708
5850,0.612594696969697,0.704207326827708
5870,0.613969975442534,0.704207326827708
5880,0.523547880690738,0.704207326827708
5900,0.585614600107354,0.704207326827708
5910,0.612738853503185,0.704207326827708
5911,0.84,0.704207326827708
5920,1,0.704207326827708
5930,0.445035666088298,0.704207326827708
5940,0.726269315673289,0.704207326827708
5950,0.623885623720531,0.704207326827708
5960,0.49296357615894,0.704207326827708
5970,0.535270774976657,0.704207326827708
5980,0.767184615384615,0.704207326827708
5990,0.626086956521739,0.704207326827708
6010,0.567170445004198,0.704207326827708
6040,0.602343962932679,0.704207326827708
6050,0.715417505030181,0.704207326827708
6070,0.614493534482759,0.704207326827708
6080,0.559159378036929,0.704207326827708
6100,0.70612582781457,0.704207326827708
6110,0.485383064516129,0.704207326827708
6120,0.682893289328933,0.704207326827708
6130,0.604295795683668,0.704207326827708
6140,0.552359241568968,0.704207326827708
6150,0.487245215013671,0.704207326827708
6160,0.579223807434817,0.704207326827708
6170,0.51581344287095,0.704207326827708
6190,0.495259578919838,0.704207326827708
6220,0.655145929339478,0.704207326827708
6240,0.548401392845837,0.704207326827708
6260,0.548443337484433,0.704207326827708
6270,0.527099799062291,0.704207326827708
6280,0.631746994914471,0.704207326827708
6290,0.764174254476526,0.704207326827708
6291,0.983433734939759,0.704207326827708
6292,0.960800438596491,0.704207326827708
6310,0.766063904494382,0.704207326827708
6320,0.820833333333333,0.704207326827708
6330,0.550813722046599,0.704207326827708
6360,0.535315624107398,0.704207326827708
6370,0.529568686113189,0.704207326827708
6380,0.5644,0.704207326827708
6390,0.561044472502806,0.704207326827708
6410,0.538803333885301,0.704207326827708
6420,0.714285714285714,0.704207326827708
6430,0.793814432989691,0.704207326827708
6440,0.53968253968254,0.704207326827708
6450,0.626352894449409,0.704207326827708
6460,0.544435004248088,0.704207326827708
6470,0.688427727338233,0.704207326827708
6480,0.57472090773615,0.704207326827708
6500,0.673804012345679,0.704207326827708
6520,0.511705264672037,0.704207326827708
6540,0.514093529788597,0.704207326827708
6550,0.703527922797026,0.704207326827708
6570,0.711489252814739,0.704207326827708
6580,0.463667820069204,0.704207326827708
6590,0.646413147792706,0.704207326827708
6600,0.625218914185639,0.704207326827708
6610,0.448791714614499,0.704207326827708
6620,0.573975387320075,0.704207326827708
6630,0.591792561180316,0.704207326827708
6650,0.553706505295008,0.704207326827708
6670,0.531890459363958,0.704207326827708
6680,0.643686006825939,0.704207326827708
6690,0.577060931899642,0.704207326827708
6710,0.684416491963662,0.704207326827708
6730,0.463702096890817,0.704207326827708
6740,0.56061362501702,0.704207326827708
6750,0.529411764705882,0.704207326827708
6760,0.512107165072125,0.704207326827708
6770,0.550404328182106,0.704207326827708
6780,0.710703363914373,0.704207326827708
6790,0.803586994421199,0.704207326827708
6800,0.499420222634508,0.704207326827708
6810,0.664876385336743,0.704207326827708
6830,0.525439407955597,0.704207326827708
6840,0.498880047155909,0.704207326827708
6850,0.670696429342429,0.704207326827708
6860,0.657710560375821,0.704207326827708
6870,0.618870614035088,0.704207326827708
6882,0.464081795681041,0.704207326827708
6900,0.864864864864865,0.704207326827708
7000,0.675,0.704207326827708
7020,0.528537170263789,0.704207326827708
7030,0.606485196458218,0.704207326827708
7040,0.646450836195311,0.704207326827708
7050,0.574141426186501,0.704207326827708
7070,0.895161290322581,0.704207326827708
7080,0.53960396039604,0.704207326827708
7100,0.492631578947368,0.704207326827708
7120,0.662162162162162,0.704207326827708
7130,0.75,0.704207326827708
7150,0.477164280845262,0.704207326827708
7170,0.543859649122807,0.704207326827708
7180,0.646643852065322,0.704207326827708
7190,0.629801934592354,0.704207326827708
7210,0.537891523439133,0.704207326827708
7222,0.536860670194004,0.704207326827708
7240,0.604418970139595,0.704207326827708
7250,0.551834130781499,0.704207326827708
7260,0.633553471802111,0.704207326827708
7270,0.530558452091299,0.704207326827708
7280,0.447637584418638,0.704207326827708
7290,0.51609977324263,0.704207326827708
7310,0.575869120654397,0.704207326827708
7330,0.927835051546392,0.704207326827708
7331,0.740850642927794,0.704207326827708
7350,0.531521880275289,0.704207326827708
7360,0.609447004608295,0.704207326827708
7380,0.630148741418764,0.704207326827708
7400,0.523998822143698,0.704207326827708
7410,0.577102803738318,0.704207326827708
7420,0.906474820143885,0.704207326827708
7430,0.562637273244936,0.704207326827708
7480,0.59804454101032,0.704207326827708
7490,0.544283246977547,0.704207326827708
7510,0.633617602197747,0.704207326827708
7520,0.529209621993127,0.704207326827708
7540,0.509822485207101,0.704207326827708
7550,0.513045973477628,0.704207326827708
7560,0.582539682539683,0.704207326827708
7570,0.540952380952381,0.704207326827708
7580,0.611012987012987,0.704207326827708
7590,0.723541710714873,0.704207326827708
7610,0.521774401236158,0.704207326827708
7630,0.75,0.704207326827708
7660,0.764847339717439,0.704207326827708
7670,0.538141691987846,0.704207326827708
7680,0.566304650515177,0.704207326827708
22860,0.511011011011011,0.704207326827708
