"X1","X2","X3"
2881,0.659526209677419,0.704207326827708
2890,0.782525537926538,0.704207326827708
3000,0.62066283632287,0.704207326827708
3120,0.538170347003155,0.704207326827708
3160,0.616937126561651,0.704207326827708
3190,0.590588235294118,0.704207326827708
3200,0.518313327177593,0.704207326827708
3210,0.522556390977444,0.704207326827708
3250,0.533523086654016,0.704207326827708
3390,0.612903225806452,0.704207326827708
3850,0.672727272727273,0.704207326827708
3870,0.69174744259246,0.704207326827708
3880,0.490611355115847,0.704207326827708
3920,0.548,0.704207326827708
3930,0.535486999772714,0.704207326827708
3940,0.730090695395724,0.704207326827708
3960,0.510545454545455,0.704207326827708
3970,0.80952380952381,0.704207326827708
4020,0.514396551724138,0.704207326827708
4021,0.530225563909774,0.704207326827708
4030,0.625531914893617,0.704207326827708
4050,0.496715927750411,0.704207326827708
4060,0.46378483395058,0.704207326827708
4090,0.926830177426569,0.704207326827708
4100,0.96969696969697,0.704207326827708
4110,0.8,0.704207326827708
4120,0.614319582740635,0.704207326827708
4230,0.545955882352941,0.704207326827708
4240,0.642857142857143,0.704207326827708
4250,0.59375,0.704207326827708
4280,0.5352,0.704207326827708
4290,0.587310606060606,0.704207326827708
4310,0.694166666666667,0.704207326827708
4320,0.677777777777778,0.704207326827708
4330,0.554890788224122,0.704207326827708
4360,0.524297423887588,0.704207326827708
4430,0.741521918941274,0.704207326827708
4440,0.621837168208136,0.704207326827708
4470,0.632873749662071,0.704207326827708
4480,0.63658940397351,0.704207326827708
4520,0.558235506230218,0.704207326827708
4540,0.592547590117457,0.704207326827708
4560,0.657199304567726,0.704207326827708
4570,0.575988826363305,0.704207326827708
4580,0.719230769230769,0.704207326827708
4590,0.486465341153983,0.704207326827708
4610,0.687678249228799,0.704207326827708
4620,0.640066626287099,0.704207326827708
4630,0.666666666666667,0.704207326827708
4640,0.510528673835125,0.704207326827708
4641,0.703448275862069,0.704207326827708
4650,0.515960472809254,0.704207326827708
4660,0.579644192029513,0.704207326827708
4661,0.617924309801742,0.704207326827708
4670,0.73651929465883,0.704207326827708
4680,0.607858376511226,0.704207326827708
4690,0.55273132664437,0.704207326827708
4691,0.509756097560976,0.704207326827708
4710,0.50597609561753,0.704207326827708
4740,0.485645933014354,0.704207326827708
4750,0.50536023054755,0.704207326827708
4770,0.817675078544644,0.704207326827708
4780,0.556286549707602,0.704207326827708
4840,0.533253181631576,0.704207326827708
4860,0.517676767676768,0.704207326827708
4880,0.799595758674345,0.704207326827708
4900,0.566326530612245,0.704207326827708
4910,0.585260917838638,0.704207326827708
4920,0.893172690763052,0.704207326827708
4930,0.492647058823529,0.704207326827708
4940,0.630317967847944,0.704207326827708
4950,0.543959801385544,0.704207326827708
4960,0.757142857142857,0.704207326827708
4970,0.565603217158177,0.704207326827708
4980,0.61157523905385,0.704207326827708
5010,0.654571369183716,0.704207326827708
5011,0.571602448184727,0.704207326827708
5040,0.618315018315018,0.704207326827708
5050,0.810043668122271,0.704207326827708
5060,0.555722756935546,0.704207326827708
5070,0.617252747252747,0.704207326827708
5080,0.504034514925373,0.704207326827708
5100,0.58551912568306,0.704207326827708
5110,0.579709443099274,0.704207326827708
5120,0.672514619883041,0.704207326827708
5130,0.732283464566929,0.704207326827708
5140,0.542763157894737,0.704207326827708
5150,0.71900826446281,0.704207326827708
5170,0.516638627187079,0.704207326827708
5180,0.606923440453686,0.704207326827708
5190,0.557866874270144,0.704207326827708
5210,0.54491858506457,0.704207326827708
5220,0.559423695275785,0.704207326827708
5280,0.83125,0.704207326827708
5290,0.549487514992912,0.704207326827708
5300,0.53253623955137,0.704207326827708
5330,0.500752517223105,0.704207326827708
5380,0.738775510204082,0.704207326827708
5400,0.546221864951768,0.704207326827708
5420,0.5496409531063,0.704207326827708
5450,0.627906976744186,0.704207326827708
5460,0.577591798141767,0.704207326827708
5470,0.678929765886288,0.704207326827708
5480,0.587606837606838,0.704207326827708
5491,0.818825489379425,0.704207326827708
5520,0.643503525922339,0.704207326827708
5540,0.61453634085213,0.704207326827708
5580,0.640239162929746,0.704207326827708
5590,0.53125,0.704207326827708
5600,0.701919650810618,0.704207326827708
5610,0.510347271438696,0.704207326827708
