"AOU","rmse_occ","AUC","rmse_pres","AUC_pres","rmse_gam","AUC_gam","rmse_gam_pres","AUC_gam_pres","rmse_rf","AUC_RF","rmse_rf_pres","AUC_RF_pres","AUC_me_pres"
5900,0.250562822526966,0.614242261585257,0.319794610498914,0.709650856389987,0.21711669372,0.458400429414922,0.314121680726855,0.749286341677646,0.258205670710039,0.508677759885489,0.330208780287093,0.677865612648221,0.769653052261748
5930,0.395348918131281,0.691767881241565,0.40947305014357,0.589121730982196,0.385075455497083,0.693348756506651,0.403158447484669,0.65157930604687,0.390067988674406,0.572045498361288,0.404324331483594,0.690228253998144,0.659181495778803
5950,0.29750203880486,0.644720332827049,0.37589132089262,0.6598569421656,0.283851184988282,0.625833718549825,0.367144694405993,0.718615391764702,0.291899060314633,0.508370204054679,0.371034102432286,0.723846010859813,0.720760186883148
5960,0.25355533903812,0.504789498580889,0.333780249429735,0.653837032396635,0.242812554455335,0.600106433301798,0.330440321937828,0.688685788437444,0.256103684629429,0.517502365184484,0.337407557143589,0.661593878646859,0.70912609629497
5970,0.322519242726508,0.553011204481793,0.402307421034033,0.597613646522439,0.310688803043147,0.567436974789916,0.38795855925764,0.681122049883783,0.312200389825578,0.589122315592904,0.385093624629388,0.710285177900948,0.680125640681805
5980,0.351712994777423,0.794753846153846,0.381793638925942,0.623342756183746,0.340454744188449,0.768292307692308,0.375729696708831,0.686191519434629,0.341869710956148,0.714307692307692,0.376608199890963,0.71105371024735,0.695650176678445
5990,0.22028646362639,0.512554856806768,0.329649825144688,0.640238817425702,0.208393127171169,0.599918563090983,0.319521085541857,0.735153246101505,0.222704967109482,0.586662444012125,0.329200517238595,0.707444963505804,0.71172906473015
6010,0.299411321122949,0.630982367758186,0.370755940936953,0.601338161209068,0.250227623002896,0.581024349286314,0.347164176925184,0.741199622166247,0.309773347731411,0.585222502099076,0.383400502166878,0.619615869017632,0.721741183879093
6040,0.287551019211407,0.70883817735821,0.393004150125389,0.580424238378917,0.272583768629028,0.612824896553433,0.372041632833007,0.712437632452818,0.278547721817244,0.542803340023291,0.372568211127658,0.725955468041673,0.689120374233095
6050,0.196616508331527,0.718184104627767,0.299665626731799,0.771083644725496,0.175294248993661,0.665492957746479,0.28349102786816,0.841534923828686,0.205835500499561,0.697434607645875,0.308125711999655,0.730454153492383,0.820724346076459
6070,0.288902486279875,0.625688457854406,0.360755229793426,0.625309193769592,0.275584471540562,0.533554837164751,0.355120980323439,0.679549740399687,0.293868117107821,0.511075191570881,0.368228085572009,0.633773755877743,0.674976121669279
6080,0.313944802271891,0.694120505344995,0.415933643892348,0.558144219640476,0.296720392664164,0.646865889212828,0.405065126530241,0.6559601945588,0.307082025774311,0.557118561710398,0.409267189474888,0.670027433083786,0.654928249117307
6100,0.306798068766869,0.60433912803532,0.379583229711379,0.610944268784544,0.296784667818264,0.691501103752759,0.372083893893676,0.682553341134293,0.303371799154659,0.535078642384106,0.376503201020264,0.677591121844346,0.687115657521287
6110,0.261853952732385,0.641163340336134,0.363709836460366,0.601094283867393,0.254014339297815,0.584952731092437,0.35378334892591,0.704159202142395,0.256886384140796,0.530330882352941,0.359870263957691,0.709903038138332,0.696990488503094
6120,0.246544114895698,0.658476958806992,0.354409933551049,0.646696633495837,0.239938866535237,0.615843876054272,0.347547538740765,0.685871823222931,0.238504825044868,0.659244743918836,0.344484749440602,0.722622024258263,0.69990660233536
6130,0.343191089093886,0.627305653050556,0.378736959972738,0.593819292314083,0.337008214351583,0.590825927861997,0.372139825810813,0.659558663337566,0.336741721411718,0.531387685759092,0.372737122114779,0.688650875667477,0.674064357256325
6140,0.287227326035682,0.485725141120278,0.380687871995192,0.623413465966657,0.27816573681587,0.610079847541854,0.374468749094125,0.674583729902879,0.279071884554038,0.536715395378009,0.371031537688954,0.722138814692006,0.681467665510219
6150,0.232334940949132,0.472641685309471,0.327227271790619,0.634179890500091,0.221571515152891,0.47102597564007,0.319329958371984,0.717243724233327,0.232842516033371,0.580536912751678,0.328612729994891,0.700938515453242,0.705242781467701
6160,0.135592434933372,0.605168418241813,0.284292756083291,0.623130542447203,0.130951725289839,0.663881153560053,0.277800896396842,0.720675101776346,0.135138735814318,0.693227984512388,0.281475156706912,0.717410222087162,0.704611893705563
6170,0.188652208041388,0.50794217758541,0.359078563961059,0.613881148656139,0.184947522599772,0.486773542883557,0.355634738917265,0.657260604258836,0.187219722746234,0.556306992478043,0.356521880696387,0.688366472167075,0.664310374655259
6190,0.295150269174215,0.553397846650102,0.372519445048071,0.693541567607057,0.286248445670928,0.548581142931869,0.362713619495954,0.734590021445395,0.28930915826964,0.590732749226276,0.359363729575034,0.748676124635588,0.739459942026735
6220,0.152930214147557,0.516997397527651,0.28101404351171,0.6961457341428,0.147739868772902,0.490771292251448,0.275341665319495,0.741682537152016,0.152725593022552,0.53562134027326,0.283072235426173,0.7298879299573,0.742928837030941
6240,0.322455074929238,0.57923393478949,0.363476322772589,0.651458794977314,0.313057832085662,0.629882874327319,0.358483513239129,0.698716934115794,0.316355146610363,0.508553339664451,0.359831748579484,0.723577730700238,0.707949813719045
6270,0.287383046018631,0.536389819156062,0.354338714860473,0.650845746699518,0.277389100550723,0.523194909578031,0.344917458675934,0.722698525624019,0.275034089380266,0.503663764233088,0.343146739691333,0.74466575219586,0.719336477272862
6280,0.262394276563814,0.647090268146093,0.39660987313474,0.543381405237418,0.252284351719902,0.585327092001849,0.3884574118481,0.642579771856706,0.260726596069175,0.516412390198798,0.394744015857237,0.651506299838589,0.652211719145246
6290,0.244708041712188,0.783061977456589,0.348811330852132,0.781147768656256,0.228410367982806,0.683613715600988,0.329917315827033,0.82114529967286,0.248609416709855,0.760586264089632,0.347418023605847,0.763669423698126,0.804952883566858
6291,0.183360232523938,0.93574297188755,1.54379484995821e-06,1,0.0347230690096497,0.995983935742972,3.9081515738577e-10,1,0.156752433315256,0.990963855421687,0.132023735075517,0.996170395869191,0.999010327022375
6292,0.14383171657149,0.960800438596491,0.102195010925871,0.998172514619883,0.0385317051079886,0.98656798245614,0.000291091875705763,1,0.152844964169195,0.874040570175439,0.144119110270078,0.988559941520468,0.997002923976608
6310,0.315908482564033,0.810173806179775,0.379194816071821,0.566671902720284,0.303177461715161,0.750219452247191,0.370699525880396,0.669777498521585,0.309575164086104,0.729327598314607,0.376593126583463,0.672184543169722,0.691879804849202
6330,0.194384171377165,0.577508488467393,0.353652092902454,0.593817246627828,0.169710056923395,0.533836787261445,0.341988203105476,0.710452422190731,0.191389198901905,0.567790656831753,0.353520725579575,0.694785598068546,0.720345877289666
6360,0.234774574219212,0.498537560696944,0.348135062313876,0.629856553716633,0.225257476272429,0.525844044558697,0.336985295290001,0.722274171125902,0.233062093787937,0.583661810911168,0.34401078580796,0.710254817138996,0.709134118780046
6370,0.17331880183738,0.532460732984293,0.301782163197895,0.668379548833301,0.160102691777624,0.541560708052855,0.29392994708896,0.739822894447676,0.173368554142557,0.565656943405635,0.303241966431142,0.705031995346131,0.749182341154418
6380,0.0972748319171911,0.4944,0.272493680513537,0.651971428571429,0.0813680019048561,0.714533333333333,0.268140560412703,0.728228571428571,0.0977252010137934,0.6512,0.281151197647683,0.7119,0.735257142857143
6390,0.170982953952338,0.586717873176206,0.3284137647378,0.621917644992976,0.155376329902192,0.655390712682379,0.308604439147846,0.786389348785872,0.170711101275546,0.615670594837261,0.316869618550441,0.742559075857917,0.775552503511941
6410,0.152951552127031,0.575288403157256,0.329268420135646,0.664686066671056,0.139901753511212,0.695644974333499,0.305555843732215,0.812830557201484,0.145565227467349,0.733868742065463,0.31646018548607,0.757093949568767,0.803980951126912
6420,0.102031305136574,0.605737337516809,0.231986928826808,0.796716891356067,0.0834196400380548,0.763962348722546,0.222725709907911,0.865440126883426,0.0988825817274585,0.735029134917078,0.227273626750239,0.824678826328311,0.86131641554322
6450,0.227341482257556,0.750968126303247,0.319529143754776,0.669685616736555,0.207556639780218,0.449905669744812,0.307703242545384,0.766332118879036,0.233155171197095,0.64422599543243,0.321152768565605,0.719546985632777,0.770439494970326
6460,0.236234359588238,0.493911073350326,0.309398600494163,0.67695426319901,0.221558259997867,0.579269328802039,0.302006942888629,0.746537380326504,0.235966256275107,0.611101670914755,0.314877275536083,0.696367171685493,0.758802666316936
6480,0.263602364799209,0.563975528771994,0.385262808385826,0.593393561072455,0.253953133238563,0.531007346597297,0.374509464025619,0.685346651522238,0.262736591404771,0.608591074276452,0.379821806386078,0.698861304393475,0.691892799078608
6520,0.293385852695133,0.511448401282262,0.360596615579278,0.626148112685459,0.284541932352936,0.63192246835443,0.356334204577602,0.671304869157319,0.286663962906688,0.524766768042084,0.356750153375315,0.699021205386555,0.674438900552535
6540,0.212596714916782,0.50790091821482,0.344715320237673,0.642983931240658,0.189602599738456,0.583493487080931,0.322614812808678,0.793208146487294,0.219703163854936,0.593743326927183,0.341990228958745,0.702881432842195,0.764500587230408
6550,0.190706674164643,0.736547110538568,0.246152616501946,0.802226210251543,0.167134254852744,0.805455737112121,0.22913986843635,0.891037316089226,0.187722859069332,0.822586842045788,0.235449360524037,0.860917477456099,0.887359100616991
6570,0.222391691528081,0.755437563971341,0.312352335532394,0.741292259276799,0.198408086436643,0.63414790174002,0.292681073033928,0.825955941887288,0.225154093665286,0.685708802456499,0.315519591607457,0.739711116882323,0.810908354848073
6580,0.147163036479217,0.672496025437202,0.323487762800844,0.749303553101021,0.117564815714597,0.662957074721781,0.302392828175181,0.81374321880651,0.146461657847246,0.723256870315694,0.320920069394224,0.745149308440448,0.800034211426616
6590,0.296050135222611,0.667886276391555,0.360538483275649,0.721344100763332,0.273495832078679,0.520693378119002,0.336179425517284,0.808724802533235,0.293995799407006,0.49262236084453,0.357003103221548,0.734114207877442,0.778779730578381
6620,0.212998480682193,0.553977584880782,0.316481878337048,0.684410661308804,0.197699955374824,0.613586419074827,0.298355461947963,0.809648076349538,0.216659903902989,0.651631688825404,0.315099796037354,0.706131194374245,0.78323810570267
6630,0.201281695988966,0.512280236770033,0.349018067847253,0.623379618191102,0.185617961762947,0.555040197897341,0.333440593303098,0.741134226087529,0.197987026819497,0.645168890066849,0.337160221629657,0.735089193062213,0.741611898996887
6650,0.199637961760212,0.534039334341906,0.30266489120419,0.62237459968171,0.183350390870653,0.651916288451841,0.29622535338614,0.717272137847024,0.208271774789642,0.53517397881997,0.316624805149644,0.60234394954516,0.717940153643633
6670,0.252829457000017,0.546466431095406,0.341287868963454,0.686372634266368,0.23818350827288,0.601766784452297,0.323332712123113,0.787930364642111,0.253395205236918,0.65017667844523,0.336203081741821,0.742875048563447,0.766136939670324
6680,0.276593039148068,0.598634812286689,0.356238516368492,0.615345721147769,0.233406465602107,0.576109215017065,0.328480294244697,0.805271141448616,0.29007395372277,0.594539249146758,0.370625864069226,0.597459233978005,0.76387308810517
6710,0.329643577793294,0.695492662473794,0.41483281260916,0.552643055985153,0.312377788990275,0.587735849056604,0.398982255788873,0.677626043922054,0.324695444588954,0.563626834381551,0.39477851432763,0.72091555830498,0.683731828023508
6730,0.272892312049595,0.576536514822849,0.396482917383014,0.595456474582665,0.254448970256645,0.51055676066522,0.382311917898005,0.703911628784306,0.273429096662477,0.616955892986262,0.391578877987399,0.685013675374894,0.690339998113741
6740,0.312433507004915,0.530431625289339,0.36109518743932,0.634672664632294,0.294845143603963,0.558071982934689,0.346675616666647,0.730295548843836,0.301561472672148,0.473063132573866,0.352691779716397,0.725327152873822,0.730657929554754
6750,0.181876861905909,0.57130407718643,0.306214237741093,0.658888845917504,0.171337185970561,0.663367569249922,0.29260782472658,0.776406990584969,0.184075463128119,0.604938271604938,0.301359153661306,0.726098241181197,0.784210594165345
6760,0.156117485195875,0.593458428364089,0.344795583031922,0.622201939860489,0.146525990932721,0.609556885163354,0.335388779631449,0.726327180424928,0.153414995371229,0.623174668996771,0.344441106799931,0.694027608166084,0.72793200897681
6770,0.229326960514699,0.537885982330427,0.377889913942201,0.588461114502781,0.217219053070615,0.563613341391119,0.361091989458006,0.716331315289649,0.22395608601033,0.548677659788771,0.376378065880537,0.676697530864197,0.688947819156152
6790,0.211167229712083,0.677976813110181,0.325496077608459,0.70894719783134,0.186305192528536,0.541339783821478,0.307748550531933,0.79043402675467,0.209366370261941,0.65067119944212,0.324065019946292,0.716645058636337,0.783067652778596
6800,0.257154864418255,0.493506493506494,0.324243699539958,0.689413265306122,0.245691965644312,0.492230983302412,0.322796632334568,0.706738021295475,0.266234522737353,0.529568645640074,0.334520841129696,0.672925909494232,0.732525510204082
6810,0.318551863086878,0.675191815856777,0.361720761490951,0.641227417694949,0.311800191014811,0.645299542741998,0.356397319930913,0.693151350268152,0.313824462590219,0.577826861970084,0.357802218696741,0.712038461669095,0.703073978595422
6830,0.263417543181859,0.475693045739188,0.34722075500619,0.638066588325747,0.256510949317469,0.541152451752298,0.343624166228831,0.678701936098273,0.258269805458837,0.554161936499799,0.342380458965497,0.722666044890221,0.698101142787248
6840,0.262393858607285,0.474270557029178,0.359452130534507,0.654801074048862,0.244415684277055,0.503065134099617,0.343040123787305,0.731750624007261,0.260590157767917,0.531358679634542,0.36259399381444,0.680988578776189,0.707232811436351
6850,0.210443530951786,0.56318811795691,0.324304419834044,0.707245945051308,0.190656296090727,0.51409697336039,0.309773302696881,0.791708043694141,0.207110747130526,0.666681058676223,0.314608274674345,0.757341939755048,0.771264481959616
6860,0.137935306564787,0.655313743348833,0.297319440295712,0.723361394759348,0.117154716654293,0.707468481856095,0.282685525396882,0.815047038094159,0.143551804030249,0.704903887637218,0.302491914021519,0.723938422858556,0.80154870220198
6870,0.245171365770831,0.589082602339181,0.340156938615034,0.634550524934383,0.231527015283915,0.550983187134503,0.331096243913115,0.709622703412073,0.237488779552453,0.529429824561404,0.33453990397453,0.700556649168854,0.71180227471566
6882,0.31318792013149,0.578485745341208,0.359133861572613,0.612168243910068,0.306360562443961,0.631660795432223,0.354041572497068,0.674208679700092,0.306120561234196,0.503188800565734,0.354530146642299,0.698945989055352,0.682802783681952
7020,0.207003378362571,0.721822541966427,0.290271320503261,0.645984034690056,0.1837053142881,0.625659472422062,0.279087482076129,0.786794126342761,0.213349138536642,0.565707434052758,0.295447213856007,0.707085838178772,0.794816201833054
7030,0.288512140182462,0.621032789153293,0.32989556074896,0.689107878695614,0.27445339512362,0.552915744327615,0.317791862134318,0.772087020117963,0.279344689992299,0.55610819037078,0.321472137977752,0.769804230964671,0.774874609891726
7040,0.308958066335621,0.661746864267583,0.378652459270765,0.615825990852993,0.300018676146555,0.674560437509333,0.372563255540968,0.674291445192148,0.301084824161959,0.517227863222338,0.37163863358531,0.708213868014279,0.683598284499839
7050,0.319693195614233,0.653058669210589,0.395671546938462,0.587985358707465,0.311191572372078,0.719180777486287,0.389929075259994,0.650336900987104,0.311230399493516,0.562246601478655,0.3907650933249,0.688998932785067,0.660855690692541
7150,0.202451511694409,0.491649625085208,0.305346622996892,0.667842859361653,0.194095107678825,0.495313565098841,0.302590561933355,0.70358973363361,0.20555637891014,0.565929618268575,0.304960633931263,0.711622466412984,0.748325502834511
