"Aou","stateroute","occ","presence","ALPHA.CODE","latitude","longitude","sp_success","sp_fail","mat.mean","elev.mean","map.mean","ndvi.mean","bio.mean.bio1","bio.mean.bio2","bio.mean.bio3","bio.mean.bio4","bio.mean.bio5","bio.mean.bio6","bio.mean.bio7","bio.mean.bio8","bio.mean.bio9","bio.mean.bio10","bio.mean.bio11","bio.mean.bio12","bio.mean.bio13","bio.mean.bio14","bio.mean.bio15","bio.mean.bio16","bio.mean.bio17","bio.mean.bio18","bio.mean.bio19","predpr","predocc"
5940,6032,0.2,1,"PYRR",31.5175977,-110.7949529,3,12,157.029411764706,1401.17647058824,41.1029411764706,0.394440579710145,157.355311355311,163.069597069597,48.5091575091575,6348.23076923077,328.67032967033,-3.94505494505495,332.615384615385,232.860805860806,187.6336996337,239.604395604396,78.3150183150183,492.747252747253,116.571428571429,5.7032967032967,78.6300366300366,266.362637362637,29.3809523809524,226.673992673993,107.197802197802,0.0837049060087338,0.0786400761897788
5940,6078,0.666666666666667,1,"PYRR",32.5434377,-110.5053099,10,5,167.96875,1272.625,36.1302083333333,0.355121917808219,166.403571428571,157.285714285714,45.5928571428571,6972.25,343.492857142857,2.07857142857143,341.414285714286,249.742857142857,200.085714285714,257.028571428571,79.7535714285714,430.785714285714,78.4464285714286,7.09642857142857,59.9857142857143,195.432142857143,30.3107142857143,163.410714285714,111.3,0.0916799035555176,0.0838162069401906
5940,6233,1,1,"PYRR",31.75871,-109.73797,15,0,157.083333333333,1427.36842105263,31.0087719298246,0.303363725490196,156.916058394161,171.832116788321,49.036496350365,6574.76642335766,336.124087591241,-11.0802919708029,347.204379562044,234.164233576642,190.766423357664,241.733576642336,74.3832116788321,373.660583941606,91.3503649635037,5.31021897810219,84.5547445255474,212.452554744526,27.6021897810219,188.328467153285,71.2116788321168,0.130121670827545,0.100943242585304
5940,60017,0.0666666666666667,1,"PYRR",34.1098564,-104.2297055,1,14,144.736842105263,1269.94736842105,29.3859649122807,0.311220187793427,144.877192982456,179.259649122807,45.340350877193,7774.09473684211,338.101754385965,-53.3087719298246,391.410526315789,234.849122807018,61.8947368421053,244.971929824561,44.880701754386,353.421052631579,66.9333333333333,9.72280701754386,64.9543859649123,172.126315789474,31.5333333333333,168.066666666667,32.6245614035088,0.315380072648911,0.140284206255549
5940,60025,1,1,"PYRR",32.3245289,-108.1067589,15,0,146.156862745098,1465.58823529412,24.6813725490196,0.208708823529412,145.670289855072,185.503623188406,48.4275362318841,7402.88405797101,338.152173913043,-41.1050724637681,379.257246376812,233.014492753623,151.942028985507,242.199275362319,52.3731884057971,298.916666666667,61.304347826087,5.02898550724638,73.0652173913043,161.166666666667,21.945652173913,134.079710144928,58.3913043478261,0.32490327980258,0.162511539841717
5940,60027,0.933333333333333,1,"PYRR",32.3802337,-106.7294539,14,1,153.166666666667,1349.52941176471,21.4901960784314,0.264025714285714,152.115942028986,180.094202898551,47.0760869565217,7521.53260869565,341.065217391304,-37.7934782608696,378.858695652174,239.597826086957,143.365942028986,249.38768115942,56.5326086956522,259.992753623188,55.5507246376812,4.94202898550725,72.4673913043478,141.724637681159,21.3623188405797,122.050724637681,40.8985507246377,0.230760336091419,0.126518124229373
5940,60029,0.533333333333333,1,"PYRR",32.6557967,-104.3957139,7.99999999999999,7.00000000000001,159.803921568627,1096.82352941176,26.5882352941176,0.301043137254902,159.706093189964,171.204301075269,44.8817204301075,7603.20788530466,342.616487455197,-34.8602150537634,377.476702508961,244.89247311828,80.5412186379928,256.336917562724,60.6236559139785,319.544802867384,59.1756272401434,8.18996415770609,65.6379928315412,157.279569892473,28.4874551971326,136.286738351254,31.5197132616487,0.256929686977197,0.127928667689435
5940,60031,0.333333333333333,1,"PYRR",31.9280116,-108.9941583,4.99999999999999,10,146.313725490196,1483,30.5588235294118,0.298356862745098,145.591240875912,182.839416058394,49.2299270072993,6926.71167883212,334.28102189781,-33.5839416058394,367.86496350365,226.419708029197,183.204379562044,235.124087591241,57.9014598540146,372.142335766423,79.7518248175183,5.92335766423358,71.463503649635,195.197080291971,28.0948905109489,165.156934306569,77.514598540146,0.202082130185284,0.120333157153202
5940,60071,0.133333333333333,1,"PYRR",33.7152917,-106.9502237,1.99999999999999,13,134.627450980392,1579.05882352941,22.1225490196078,0.262443192488263,133.498220640569,184.170818505338,46.7686832740213,7605.30960854093,330.266903914591,-59.0391459074733,389.306049822064,221.985765124555,89.4626334519573,231.79359430605,36.2455516014235,266.779359430605,56.6725978647687,7.49466192170819,72.2064056939502,146.149466192171,25.8113879003559,122.270462633452,34.9501779359431,0.306853323172065,0.144058905571038
5940,60075,0.2,1,"PYRR",32.3972197,-108.7266319,3,12,146.026315789474,1419.21052631579,28.0350877192982,0.222880952380952,145.167857142857,190.460714285714,49.525,7308.37142857143,339.946428571429,-41.3321428571429,381.278571428571,232.785714285714,181.889285714286,240.814285714286,53.4821428571429,338.057142857143,66.0821428571429,6.35,66.425,171.4,26.4142857142857,142.642857142857,72.8214285714286,0.350426406513262,0.16751462420654
