"Aou","stateroute","occ","presence","ALPHA.CODE","latitude","longitude","sp_success","sp_fail","mat.mean","elev.mean","map.mean","ndvi.mean","bio.mean.bio1","bio.mean.bio2","bio.mean.bio3","bio.mean.bio4","bio.mean.bio5","bio.mean.bio6","bio.mean.bio7","bio.mean.bio8","bio.mean.bio9","bio.mean.bio10","bio.mean.bio11","bio.mean.bio12","bio.mean.bio13","bio.mean.bio14","bio.mean.bio15","bio.mean.bio16","bio.mean.bio17","bio.mean.bio18","bio.mean.bio19","pred_glm_pr","pred_glm_occ","pred_rf_occ","pred_rf_pr"
5500,21003,1,1,"SESP",38.9594417,-75.5366119,15,0,127.21568627451,12.1176470588235,90.9166666666667,0.741274761559315,127.513944223108,112.326693227092,32.4820717131474,8238.15537848606,300.868525896414,-39.7569721115538,340.625498007968,225.800796812749,57.4262948207171,231.860557768924,19.4701195219124,1093.69721115538,115.099601593625,77.0916334661355,11.390438247012,310.187250996016,248.9203187251,306.350597609562,252.05577689243,0.165632833780469,0.126392946912603,0.646825396825397,0.106818181818182
5500,21105,0.6,1,"SESP",39.3705837,-75.6392639,9,6,125.087962962963,14.1666666666667,90.0787037037037,0.748655089428116,124.967971530249,112.064056939502,31.7686832740214,8465.13523131673,301.832740213523,-45.0889679715303,346.921708185053,226.348754448399,14.0925266903915,232.256227758007,13.8291814946619,1082.43060498221,106.950177935943,73.3736654804271,10.8042704626335,304.003558718861,241.55871886121,300.740213523132,241.569395017794,0.142848302785906,0.105434449800199,1.67616487455197,0.130473372781065
5500,21109,0.933333333333333,1,"SESP",38.7324037,-75.4638509,14,1,129.377192982456,11,91.7938596491228,0.755241994964959,129.248175182482,111.332116788321,32.5766423357664,8127.56934306569,299.901459854015,-36.6313868613139,336.532846715328,226.540145985401,98.4343065693431,232.229927007299,22.7481751824818,1102.0802919708,120.160583941606,78.8175182481752,11.9525547445255,312.92700729927,250.905109489051,309.86496350365,260.244525547445,0.185509744752711,0.145747431836299,0.417919075144509,0.0447222222222221
5500,25062,0.133333333333333,1,"SESP",29.9468226,-84.340943,1.99999999999999,13,198.808333333333,12.7,125.091666666667,0.636981021084818,198.626865671642,125.940298507463,44.5,5845.39552238806,327.835820895522,48.0820895522388,279.753731343284,268.417910447761,163.529850746269,269.440298507463,120.686567164179,1502.41044776119,203.059701492537,77.5970149253731,31.410447761194,548.276119402985,260.246268656716,541.641791044776,328.440298507463,0.0214324768471695,0.00622873353873495,0.314616755793227,0.0380824372759856
5500,42015,0.6,1,"SESP",30.0082047,-93.3426979,9,6,198.567708333333,4.875,120.536458333333,0.646332709177103,198.279352226721,103.919028340081,36.9919028340081,6304.7975708502,327.101214574899,50.3765182186235,276.724696356275,267.004048582996,158.87044534413,273.995951417004,112.441295546559,1446.53441295547,153.514170040486,89.0607287449393,17.0890688259109,433.854251012146,284.412955465587,428.348178137652,352.178137651822,0.0598154914923563,0.0246500587410906,0.118939393939393,0.0837606837606837
5500,46042,1,1,"SESP",38.3676908,-76.2432656,15,0,137.231481481481,8.72222222222222,89.7777777777778,0.600529043467712,136.857777777778,107.493333333333,31.5066666666667,8232.79555555556,306.333333333333,-29.3777777777778,335.711111111111,235.857777777778,80.3244444444444,241.031111111111,28.8266666666667,1081.46666666667,112.177777777778,77.0755555555556,11.5422222222222,306.835555555556,245.057777777778,304.791111111111,249.426666666667,0.144607919729289,0.107126160148865,0.741714285714285,0.105684007707129
5500,46043,1,1,"SESP",38.5258637,-76.2101023,15,0,135.643518518519,7.88888888888889,90.7268518518518,0.62655099455419,135.148148148148,108.633744855967,31.6707818930041,8261.65020576132,306.20987654321,-31.3827160493827,337.592592592593,234.798353909465,72.6831275720165,239.736625514403,26.7078189300412,1092.12345679012,113.917695473251,77.082304526749,11.5390946502058,310.189300411523,248.20987654321,308.423868312757,251.80658436214,0.172204096699303,0.132646846336355,2.75325203252033,0.291623036649215
5500,46047,0.2,1,"SESP",38.1651924,-75.5797027,3,12,135.675925925926,6.77777777777778,88.9722222222222,0.688984536499121,135.676579925651,104.866171003717,31.7063197026022,7954.39033457249,299.873605947955,-25.6765799256506,325.550185873606,231.468401486989,116.074349442379,236.509293680297,31.9553903345725,1068.36059479554,119.539033457249,77.550185873606,13.4907063197026,307.550185873606,241.167286245353,303.635687732342,252.684014869888,0.223563351665071,0.192986660424068,2.60722222222222,0.21856884057971
5500,59003,0.4,1,"SESP",39.5314149,-75.1074594,6,9,123.041666666667,21.4444444444444,91.587962962963,0.761674624552782,123.234482758621,110.789655172414,31.3793103448276,8481.46206896552,300.31724137931,-46.9724137931034,347.289655172414,225.731034482759,36.2689655172414,231.110344827586,12.1758620689655,1098.41034482759,110.093103448276,76.2896551724138,10.4206896551724,303.875862068965,251.168965517241,300.920689655172,251.410344827586,0.0659847595614187,0.0383665747401998,0.987350427350427,0.0644389438943894
5500,63002,1,1,"SESP",34.95713,-76.65516,15,0,168.615740740741,5.72222222222222,115.268518518519,0.683102883255344,168.805907172996,107.940928270042,35.5063291139241,7001.86919831224,312.025316455696,12.2405063291139,299.784810126582,252.544303797468,124.185654008439,256.037974683544,76.4599156118144,1382.18987341772,169.071729957806,79.0886075949367,24.4345991561181,473.831223628692,272.481012658228,459.649789029536,307.063291139241,0.111172709115465,0.0565036092137122,0.207044673539519,0.150914634146342
5500,63101,0.0666666666666667,1,"SESP",33.9225168,-78.2125169,1,14,170.685897435897,8.07692307692308,112.685897435897,0.690551024331228,170.615384615385,122.782051282051,39.3717948717949,6826.84615384615,315.519230769231,7.63461538461539,307.884615384615,251.762820512821,131.717948717949,255.608974358974,80.0064102564103,1353.91666666667,176.019230769231,72.7179487179487,29.4615384615385,489.269230769231,247.320512820513,473.320512820513,288.980769230769,0.0853444876998187,0.0417676204411979,0.389664804469274,0.0363402061855671
5500,2040,0,0,"SESP",30.2540327,-88.1125479,0,15,195.888888888889,12.9166666666667,130.479166666667,0.453013512836095,195.561904761905,101.638095238095,37.0571428571429,6196.0380952381,321.266666666667,51.0190476190476,270.247619047619,267.514285714286,158.057142857143,270.828571428571,113.342857142857,1570.32380952381,175.609523809524,86.5047619047619,19.9809523809524,499.809523809524,310.542857142857,478.752380952381,382.27619047619,0.012631662437666,0.002811515024,0.17486033519553,0.0652777777777777
5500,2042,0,0,"SESP",30.3701137,-87.6833489,0,15,196.384615384615,20.7692307692308,129.814102564103,0.562306348397892,196.074534161491,104.236024844721,37.9192546583851,6153.45962732919,322.32298136646,51.5217391304348,270.801242236025,267.714285714286,158.577639751553,271.018633540373,114.627329192547,1562.72670807453,176.018633540373,89.111801242236,20.5217391304348,502.900621118012,307.068322981366,485.76397515528,371.88198757764,0.00639591926242688,0.00124540395931311,0.0292349726775938,0.0140449438202249
5500,2070,0,0,"SESP",30.3038647,-87.7299991,0,15,196.621794871795,18.6923076923077,129.692307692308,0.523306734779893,196.469230769231,102.338461538462,37.4384615384615,6150.82307692308,321.776923076923,52.5538461538462,269.223076923077,267.938461538462,159.238461538462,271.315384615385,115,1559.63076923077,175.815384615385,89.5769230769231,20.6538461538462,504.376923076923,306.507692307692,484.892307692308,370.676923076923,0.007391252667698,0.0014870218850433,0.019531249999998,0.0134831460674159
5500,2140,0,0,"SESP",30.248466,-88.1123348,0,15,195.856060606061,12,130.424242424242,0.450263263777448,195.611650485437,101.485436893204,37.0194174757282,6194.69902912621,321.223300970874,51.126213592233,270.097087378641,267.553398058252,158.145631067961,270.854368932039,113.398058252427,1569.71844660194,175.601941747573,86.5436893203884,20,499.912621359223,310.407766990291,478.708737864078,382.04854368932,0.0140443328438757,0.00321050599320242,0.62391304347826,0.054891304347826
5500,2142,0,0,"SESP",30.370222,-87.6024375,0,15,196.738095238095,20.5,129.196428571429,0.582107705612958,196.093567251462,104.374269005848,37.9824561403509,6153.16959064328,322.356725146199,51.6081871345029,270.748538011696,267.795321637427,158.520467836257,271.076023391813,114.719298245614,1559.9298245614,175.649122807018,89.187134502924,20.6315789473684,502.760233918129,306.397660818713,486,370.549707602339,0.00700842931631044,0.00140585110894801,0.0194174757281536,0.0176966292134832
5500,2217,0,0,"SESP",30.4866365,-88.3854517,0,15,194,18.7058823529412,133.06862745098,0.636553956645082,193.380952380952,109.157142857143,38.6571428571429,6253.55714285714,324.042857142857,45.8428571428571,278.2,265.914285714286,154.333333333333,269.504761904762,110.404761904762,1605.39047619048,177.019047619048,84.3190476190476,18.952380952381,495.280952380952,318.733333333333,480.671428571429,398.647619047619,0.0104606341055148,0.00218322722524636,0.181704980842912,0.0898589065255731
5500,18004,0,0,"SESP",41.417728,-72.1530946,0,15,97.1984126984127,67.7619047619048,100.789682539683,0.753016858277955,96.3212851405623,107.530120481928,30.3052208835341,8485.56224899598,272.682730923695,-76.3654618473896,349.048192771084,33.0080321285141,156.493975903614,203.831325301205,-15.1124497991968,1217.80722891566,118.473895582329,87.3092369477912,8.65060240963855,331.341365461847,279.562248995984,281.935742971888,303.44578313253,0.000319872314677812,4.05510365703935e-05,0.404347826086956,0.0217687074829933
5500,18006,0,0,"SESP",41.2710807,-72.4984279,0,15,100.722222222222,49.4444444444444,99.3796296296296,0.692951785614222,100.504587155963,103.077981651376,29.5504587155963,8478.38990825688,275.050458715596,-67.9174311926605,342.967889908257,47.756880733945,147.197247706422,208.022935779817,-10.3623853211009,1196.24311926606,114.463302752294,86.8715596330275,8.30275229357798,323.353211009174,276.614678899083,280.169724770642,296.183486238532,0.00253401005542056,0.000538219251441304,-1.4432899320127e-15,0.010928961748634
5500,21004,0,0,"SESP",39.0287137,-75.4652999,0,15,126.84375,11.1875,90.671875,0.709149698838715,126.895652173913,111.769565217391,32.2869565217391,8261.0652173913,300.230434782609,-40.495652173913,340.726086956522,225.25652173913,51.6739130434783,231.586956521739,18.604347826087,1088.75217391304,113.821739130435,76.6304347826087,11.2826086956522,308.208695652174,247.434782608696,303.878260869565,249.817391304348,0.1717015983073,0.132325979356148,1.88100358422939,0.198080279232112
5500,21005,0,0,"SESP",39.0295357,-75.4593569,0,15,126.84375,11.1875,90.671875,0.709149698838715,126.886462882096,111.751091703057,32.2838427947598,8261.28820960699,300.2096069869,-40.5065502183406,340.71615720524,225.248908296943,51.5240174672489,231.580786026201,18.589519650655,1088.66812227074,113.803493449782,76.6200873362445,11.2838427947598,308.174672489083,247.397379912664,303.838427947598,249.781659388646,0.171738765362097,0.132373833963003,1.85700354609929,0.170701754385965
5500,21006,0,0,"SESP",38.5337387,-75.1803229,0,15,130.982142857143,10.2142857142857,91.7083333333333,0.736977994470357,130.589743589744,108.425641025641,32.3384615384615,7999.44615384615,296.953846153846,-33.1948717948718,330.148717948718,227.128205128205,136.625641025641,231.953846153846,26.025641025641,1101.13333333333,123.451282051282,79.9076923076923,12.7846153846154,312.205128205128,249.061538461538,309.871794871795,264.312820512821,0.188477317588713,0.14888451481639,0.487927927927928,0.0746704331450093
5500,21007,0,0,"SESP",38.6735427,-75.2351089,0,15,129.116666666667,9.86666666666667,91.4833333333333,0.726944862069666,129.470588235294,109.387254901961,32.3676470588235,8060.45588235294,297.426470588235,-35.3529411764706,332.779411764706,226.524509803922,125.039215686275,231.56862745098,23.9705882352941,1100.9068627451,121.696078431373,79.4460784313726,12.2745098039216,311.446078431373,250.088235294118,308.794117647059,262.877450980392,0.194587440979979,0.154622920528331,0.577909270216962,0.0519157088122605
5500,21009,0,0,"SESP",38.5804577,-75.0612969,0,15,130.383333333333,9.6,91.5833333333333,0.72183489645516,130.2,107.531034482759,32.1793103448276,7999.44827586207,295.862068965517,-33.5586206896552,329.420689655172,227,144,231.524137931034,25.6206896551724,1099.57931034483,123.041379310345,79.9586206896552,12.6620689655172,310.331034482759,248.537931034483,308.413793103448,264.393103448276,0.195318223063914,0.155704675329243,0.160109289617485,0.0195075757575759
5500,21010,0,0,"SESP",38.7480537,-75.2899489,0,15,128.696078431373,9.58823529411765,91.3480392156863,0.713710606045917,128.897196261682,109.864485981308,32.3691588785047,8096.96728971963,297.841121495327,-36.4439252336449,334.285046728972,226.219626168224,111.92523364486,231.448598130841,22.8598130841122,1099.48598130841,120.504672897196,79.0654205607477,12.0467289719626,311.046728971963,250.228971962617,308.070093457944,260.985981308411,0.196302939097131,0.156143812501142,1.18775322283609,0.155757575757576
