"aou","rmse_me_pres"
2881,0.584771649877216
2881,0.496524331725929
2881,0.641801160102148
2881,0.578506982543974
2881,0.681402712969825
2881,0.577145605855377
2881,0.67229083160168
2881,0.554136601144866
2881,0.601725166780326
2881,0.625541109976395
2890,0.480125109254031
2890,0.435752615352227
2890,0.455943671533837
2890,0.443142418494795
2890,0.36472558648136
2890,0.5144126442949
2890,0.45098178306627
2890,0.407806293318841
2890,0.408998443654296
2890,0.495740504275541
3000,0.634065636643986
3000,0.557622706483945
3000,0.614489405175118
3000,0.678126290302824
3000,0.643443884759875
3000,0.574331035885059
3000,0.651936083091518
3000,0.565925302616436
3000,0.600120171858888
3000,0.609803101751582
3120,0.60547127680268
3120,0.508306264388475
3120,0.480454467890271
3120,0.487819241417885
3120,0.451806436558709
3120,0.55775563249324
3120,0.515925029322525
3120,0.515164143121425
3120,0.48104811209221
3120,0.517075895107267
3160,0.409172624471038
3160,0.44138835244669
3160,0.404513021888269
3160,0.430571719534784
3160,0.374819897750995
3160,0.384214318998385
3160,0.404428817210937
3160,0.40221804573987
3160,0.404076483208101
3160,0.385082802940057
3190,0.441455284437839
3190,0.384361476142734
3190,0.330154979405259
3190,0.445685189515133
3190,0.196898925179954
3190,0.34009507088345
3190,0.311119097562643
3190,0.494201423242532
3190,0.448707880918099
3190,0.462451266005177
3250,0.389556637899051
3250,0.401036698975095
3250,0.410483374956707
3250,0.393610726194599
3250,0.429682779027676
3250,0.443748074109094
3250,0.428865433485227
3250,0.379037925454468
3250,0.415318620118983
3250,0.40089954628992
3390,0.56609070077072
3390,0.488353091825938
3390,0.588594598306732
3390,0.536072568619014
3390,0.480987890034027
3390,0.515999141041616
3390,0.535687095193254
3390,0.504273477422185
3390,0.532661699231625
3390,0.48056642457885
3850,0.333353210674181
3850,0.287373324818754
3850,0.406578684509331
3850,0.45633022943688
3850,0.467395145638528
3850,0.411746466603272
3850,0.509817006561709
3850,0.407143023612356
3850,0.439853799410067
3850,0.418713029555181
3870,0.410013230736425
3870,0.397285566722948
3870,0.407183708047756
3870,0.421045280466275
3870,0.367370768817889
3870,0.47292773712757
3870,0.430670941276259
3870,0.395882259733146
3870,0.398727957628485
3870,0.366725774446496
3880,0.524879528565726
3880,0.46943470890047
3880,0.524807018654723
3880,0.485369300645421
3880,0.508591132837386
3880,0.50110202332048
3880,0.549230563954295
3880,0.536405222113033
3880,0.537376356901494
3880,0.494130209477724
3930,0.399710372496532
3930,0.422840657062065
3930,0.395786566991106
3930,0.42682824519203
3930,0.431947347549872
3930,0.400644681648882
3930,0.433953077916525
3930,0.451966019433915
3930,0.448591031466904
3930,0.409800640160156
3940,0.436361435681938
3940,0.382754367701893
3940,0.351625475006615
3940,0.34695905515986
3940,0.376282760670206
3940,0.359377970913557
3940,0.412944124930661
3940,0.393594287003081
3940,0.399362839903897
3940,0.404111725552761
3960,0.414635538628987
3960,0.387718356416683
3960,0.521571261922648
3960,0.437528957237073
3960,0.320545739943967
3960,0.207157651148658
3960,0.34746383936128
3960,0.473573225738992
3960,0.268423264990492
3960,0.507802378659113
4020,0.555685188538556
4020,0.49164888605709
4020,0.47186263952816
4020,0.445905529230469
4020,0.536514990877064
4020,0.439442989164733
4020,0.395135716115926
4020,0.499887591658482
4020,0.434849678851266
4020,0.511600892664838
4021,0.367652620022209
4021,0.521500681836406
4021,0.491287853006044
4021,0.496686744042204
4021,0.55460917814039
4021,0.456993195321468
4021,0.445209200740019
4021,0.483388235264339
4021,0.49257263838044
4021,0.460408158292501
4050,0.414223636606415
4050,0.380510225522707
4050,0.418708243104981
4050,0.398265884183834
4050,0.407421373514835
4050,0.4002575001736
4050,0.43730361299703
4050,0.388932036514583
4050,0.382028195531133
4050,0.421445096078857
4060,0.521169687965064
4060,0.552987432968432
4060,0.469673658314529
4060,0.524430091151697
4060,0.505605892601649
4060,0.47769521313491
4060,0.476969736595327
4060,0.506298326406092
4060,0.515757451862572
4060,0.476832804492087
4090,0.373128750782696
4090,0.446663408212332
4090,0.364594462664969
4090,0.426774306406521
4090,0.435712829381973
4090,0.383162032199901
4090,0.341851317594177
4090,0.355748824847644
4090,0.410802216003196
4090,0.416306089789174
4120,0.413985422083054
4120,0.38092188276427
4120,0.366102222832392
4120,0.461921273434483
4120,0.369170162768451
4120,0.307600090981161
4120,0.37252925708421
4120,0.342405449668898
4120,0.381798987306018
4120,0.372615656017845
4230,0.326101328458316
4230,0.359893961665642
4230,0.35685231490155
4230,0.379765459373713
4230,0.381253888693673
4230,0.37555758294827
4230,0.409056006372799
4230,0.411717111955413
4230,0.350179640285807
4230,0.354247161129064
4250,0.517788109992133
4250,0.70538007075951
4250,0.549668121007135
4250,0.491701091389281
4250,0.638348550926341
4250,0.652180651121182
4250,0.657166767946091
4250,0.685511448059541
4250,0.588254784582603
4250,0.544689055407395
4280,0.405829513610691
4280,0.408655874818054
4280,0.375998692688001
4280,0.338838062297598
4280,0.415958032264625
4280,0.385177966158312
4280,0.405863553741952
4280,0.383493755828969
4280,0.420526738330812
4280,0.384086771706469
4290,0.449807976383649
4290,0.547313093754224
4290,0.475729849769494
4290,0.446081311038169
4290,0.504533525689138
4290,0.456060128506463
4290,0.527875208897597
4290,0.493081870984449
4290,0.52215153639036
4290,0.5996397974088
4320,0.514188870919489
4320,0.374591354198435
4320,0.384613101827419
4320,0.544108740369606
4320,0.296465543733288
4320,0.301929392923482
4320,0.472151523885781
4320,0.466228636973448
4320,0.47840817097905
4320,0.424533350363179
4330,0.333168362919106
4330,0.426241393997093
4330,0.266075987685726
4330,0.589860098861435
4330,0.635070592473392
4330,0.409220429692017
4330,0.467809497535504
4330,0.416801499568628
4330,0.376480870787456
4330,0.57713477625514
4430,0.363384716016752
4430,0.341380778478243
4430,0.511015354142315
4430,0.490102240793748
4430,0.180880629976462
4430,0.440631571548
4430,0.478371731962739
4430,0.304212577602657
4430,0.301983034619762
4430,0.522752858418103
4440,0.409475724837464
4440,0.357552999893972
4440,0.423824701880767
4440,0.417902740273498
4440,0.418351286139009
4440,0.397328148598785
4440,0.388244645437131
4440,0.418433799953575
4440,0.451580020193907
4440,0.447709569666349
4470,0.44156486941457
4470,0.484507870671546
4470,0.422048695762162
4470,0.508533385652124
4470,0.568326253009612
4470,0.407736663784972
4470,0.512605403817274
4470,0.415859465602548
4470,0.423370208391068
4470,0.487539757643177
4520,0.378946639399983
4520,0.374038960270722
4520,0.351137333933309
4520,0.372271960639446
4520,0.346958052045009
4520,0.386990321959035
4520,0.400458609044375
4520,0.382153892500182
4520,0.3159131373538
4520,0.393810026062253
4540,0.503872231476156
4540,0.373836666231203
4540,0.558515852353091
4540,0.438044796476493
4540,0.396499761840541
4540,0.427307234311845
4540,0.437124881375319
4540,0.484863734297003
4540,0.39286134053477
4540,0.499847989195276
4560,0.312762894231214
4560,0.428247608966312
4560,0.379337799843225
4560,0.418470076686613
4560,0.419284063616946
4560,0.393550943532722
4560,0.371815604442307
4560,0.39535562256959
4560,0.375383042457969
4560,0.39436688034877
4570,0.464401159508882
4570,0.413316481911754
4570,0.462699314822668
4570,0.427367862660452
4570,0.437310497291745
4570,0.46923674808263
4570,0.453840743734433
4570,0.456089875052191
4570,0.472943061531254
4570,0.455525239410622
4590,0.62582483996155
4590,0.556567772861801
4590,0.612494592321511
4590,0.599932952060307
4590,0.585854797544433
4590,0.632255579742164
4590,0.618343513732271
4590,0.664492564476905
4590,0.55429661911964
4590,0.559186964389123
4610,0.374615013638231
4610,0.376193292188232
4610,0.39909581877044
4610,0.400306638742515
4610,0.354980793151806
4610,0.412035187243466
4610,0.407819823856325
4610,0.409195266912368
4610,0.350384388511735
4610,0.350936286117784
4620,0.35585521616927
4620,0.403932186296561
4620,0.450810392742666
4620,0.352094543293034
4620,0.3672413986187
4620,0.451406730642123
4620,0.38824490075012
4620,0.38501453346493
4620,0.491908207626404
4620,0.410407282980623
4640,0.537585403323834
4640,0.58707264081225
4640,0.424595750940627
4640,0.645304138923871
4640,0.507287698736982
4640,0.594624499401589
4640,0.555181174423879
4640,0.43676737177059
4640,0.524604488875337
4640,0.410051142004653
4641,0.450490304905029
4641,0.5854742701531
4641,0.491518706097967
4641,0.373288525296484
4641,0.369806402738835
4641,0.548587787260544
4641,0.412651372418217
4641,0.486735932482273
4641,0.604063182878867
4641,0.393901911775955
4650,0.45873974377683
4650,0.444649696068482
4650,0.455546811055245
4650,0.434569623853615
4650,0.465119753703627
4650,0.45552893190334
4650,0.394354478628681
4650,0.415065427812185
4650,0.409091854431569
4650,0.400029602278404
4660,0.520820690323604
4660,0.449539792368549
4660,0.424754858537552
4660,0.470807150879863
4660,0.496532219104262
4660,0.526392045895716
4660,0.468464936894365
4660,0.540881067733858
4660,0.484247056954864
4660,0.500222453555765
4661,0.514534635807162
4661,0.622197692641183
4661,0.598439161262156
4661,0.496169268398183
4661,0.478797547565227
4661,0.607916444474092
4661,0.528030569438524
4661,0.550530026904964
4661,0.530216606013702
4661,0.62177586379465
4670,0.486903720634673
4670,0.352377679208661
4670,0.380495830106709
4670,0.431685472900214
4670,0.362382263831497
4670,0.467692100009962
4670,0.426081944698271
4670,0.405234554699539
4670,0.441101508362235
4670,0.430232698032853
4680,0.496434226478033
4680,0.532461083945364
4680,0.56652218138067
4680,0.535014939932152
4680,0.489103380054117
4680,0.504248903558374
4680,0.562101070304482
4680,0.429456922679318
4680,0.471713486866541
4680,0.58979044738816
4690,0.433948346905536
4690,0.407962156789975
4690,0.488102580191767
4690,0.44822847482185
4690,0.469925302310291
4690,0.418646295276042
4690,0.517906422312427
4690,0.418332508011987
4690,0.483997237832367
4690,0.437402222387047
4740,0.534967517233225
4740,0.489754554056553
4740,0.498194553389692
4740,0.516961957953439
4740,0.519945340201346
4740,0.5061425912098
4740,0.487122552312757
4740,0.47681459713941
4740,0.556562947288445
4740,0.480097754425733
4750,0.587052875592177
4750,0.578812234331387
4750,0.469726597643906
4750,0.506972927613124
4750,0.604710415337959
4750,0.558999311595628
4750,0.553856136629249
4750,0.516886917296161
4750,0.622122495065037
4750,0.625250866467528
4770,0.339405720093017
4770,0.420930633307023
4770,0.402513868602249
4770,0.378120536275215
4770,0.379821573399353
4770,0.390260547249666
4770,0.39028962585131
4770,0.378276724051506
4770,0.327151129948449
4770,0.330172501126289
4780,0.358893995568024
4780,0.40516328854598
4780,0.43355364291393
4780,0.385787995643147
4780,0.54050450340841
4780,0.539054425603077
4780,0.37705579707976
4780,0.338280017422546
4780,0.548416447688086
4780,0.541312515723785
4840,0.525540186689198
4840,0.430210728949014
4840,0.480885332719638
4840,0.543434056417066
4840,0.508278773737151
4840,0.45828454171645
4840,0.562234360070596
4840,0.659071289790163
4840,0.630224887693067
4840,0.484797534331266
4860,0.420704693155311
4860,0.449753620879518
4860,0.361708771620462
4860,0.475344665624716
4860,0.480336810252702
4860,0.439163351672612
4860,0.462726930191269
4860,0.382350476767529
4860,0.449206032736204
4860,0.408626609634353
4880,0.419186883655304
4880,0.370466884876213
4880,0.382069213703302
4880,0.419065476554469
4880,0.37522508194635
4880,0.405953438538757
4880,0.393808319928151
4880,0.345482952712672
4880,0.374237321663683
4880,0.412243096409944
4900,0.483047595128713
4900,0.432494548612773
4900,0.451300942277422
4900,0.374005191776764
4900,0.429731773230445
4900,0.372564573799659
4900,0.341075113443798
4900,0.372422743821361
4900,0.393558888061202
4900,0.482684322632393
4910,0.499344728847359
4910,0.370487556903615
4910,0.552836010907982
4910,0.393355432526423
4910,0.431248635219757
4910,0.453056819202427
4910,0.448405587392394
4910,0.375306238042324
4910,0.572968168799301
4910,0.538809656730837
4930,0.421604163901244
4930,0.43368719932358
4930,0.363736212064908
4930,0.386834588290956
4930,0.414457179288454
4930,0.397350254318057
4930,0.390907294707089
4930,0.383945190307564
4930,0.45222072745477
4930,0.382722965935125
4940,0.435102473241074
4940,0.469482213378998
4940,0.386383238054118
4940,0.467578442602003
4940,0.489659449520624
4940,0.443339713033355
4940,0.401336172388345
4940,0.514212981786769
4940,0.450848664529386
4940,0.503827670970891
4950,0.388643708806638
4950,0.402724710008245
4950,0.405709243613303
4950,0.421013411698289
4950,0.371412561052751
4950,0.388239573596075
4950,0.401704860859785
4950,0.421410272261946
4950,0.442369631115645
4950,0.394408431496358
4970,0.55332938303483
4970,0.636435298453653
4970,0.666509433004839
4970,0.559131563852381
4970,0.510696225677226
4970,0.576420552896907
4970,0.588678504569915
4970,0.638700329152783
4970,0.6457429473389
4970,0.489363787776522
4980,0.354838514536328
4980,0.422724352401316
4980,0.428554809307897
4980,0.381189306037796
4980,0.41960688579579
4980,0.419750561426088
4980,0.39991253746671
4980,0.39483673111594
4980,0.414363510373303
4980,0.385168874244805
5010,0.437657317963472
5010,0.406804700128601
5010,0.421407800959432
5010,0.451981154426655
5010,0.424101900440662
5010,0.351714826097899
5010,0.402287950651432
5010,0.454612280832857
5010,0.493969650878199
5010,0.441507873363712
5011,0.492295591192402
5011,0.450214523613204
5011,0.509442318801029
5011,0.450396720678786
5011,0.446380656762829
5011,0.454732148020641
5011,0.447972969327506
5011,0.472084270135771
5011,0.447774302977921
5011,0.42620079715972
5060,0.470778469388983
5060,0.410180349353335
5060,0.460379384983225
5060,0.405517316194857
5060,0.450814235300472
5060,0.406404804016576
5060,0.472517478742396
5060,0.466200674674336
5060,0.510908324400813
5060,0.457958867868736
5070,0.453450493012799
5070,0.399350569879635
5070,0.401909878405317
5070,0.420618367781643
5070,0.4858020170832
5070,0.486315314243705
5070,0.415084686270406
5070,0.406878188056011
5070,0.398394107466373
5070,0.441887718584804
5080,0.418498489437945
5080,0.437463819826399
5080,0.502322776683588
5080,0.504077235122484
5080,0.475940922115254
5080,0.552009217606422
5080,0.431492665701972
5080,0.496766645567794
5080,0.524770564743599
5080,0.549436296392413
5100,0.490475479188278
5100,0.363291567128398
5100,0.365479700927232
5100,0.45402838002632
5100,0.458737189555387
5100,0.468053951023825
5100,0.537698387840441
5100,0.418000162348082
5100,0.421558873313146
5100,0.437308254976881
5110,0.406077055597477
5110,0.403548020605543
5110,0.356517151986178
5110,0.427254825828489
5110,0.35213684205712
5110,0.442579014870581
5110,0.406685047723414
5110,0.401930844134209
5110,0.352350102439537
5110,0.382322011345802
5120,0.593232381232653
5120,0.561990930091559
5120,0.583921700192108
5120,0.510760524267445
5120,0.601518371959992
5120,0.552134022288977
5120,0.563249166568373
5120,0.556234225097701
5120,0.564376158602015
5120,0.603819694484445
5140,0.509573144497821
5140,0.553710890698037
5140,0.483087105423882
5140,0.527605470668852
5140,0.568442747584888
5140,0.567751883945986
5140,0.450200907087179
5140,0.471941292359489
5140,0.494550309167742
5140,0.44016894262016
5170,0.476165545968634
5170,0.458617013425916
5170,0.471323075588919
5170,0.393729678469249
5170,0.469685686031861
5170,0.5436305393323
5170,0.544784437929153
5170,0.547271594532004
5170,0.445337676575574
5170,0.457074964343494
5180,0.660797804596642
5180,0.293373890433217
5180,0.358047451500261
5180,0.295126589616806
5180,0.338658809693459
5180,0.386764082045762
