"","aou","abs_abs_glmocc","abs_pres_glmocc","pres_abs_glmocc","pres_pres_glmocc","abs_abs_glmpr","abs_pres_glmpr","pres_abs_glmpr","pres_pres_glmpr","abs_abs_gamocc","abs_pres_gamocc","pres_abs_gamocc","pres_pres_gamocc","abs_abs_gampr","abs_pres_gampr","pres_abs_gampr","pres_pres_gampr","abs_abs_rfocc","abs_pres_rfocc","pres_abs_rfocc","pres_pres_rfocc","abs_abs_rfpr","abs_pres_rfpr","pres_abs_rfpr","pres_pres_rfpr","abs_abs_maxpr","abs_pres_maxpr","pres_abs_maxpr","pres_pres_maxpr","length","sensitivity_glmocc","specificity_glmocc","pp_glmocc","np_glmocc","sensitivity_glmpr","specificity_glmpr","pp_glmpr","np_glmpr","sensitivity_gamocc","specificity_gamocc","pp_gamocc","np_gamocc","sensitivity_gampr","specificity_gampr","pp_gampr","np_gampr","sensitivity_rfocc","specificity_rfocc","pp_rfocc","np_rfocc","sensitivity_rfpr","specificity_rfpr","pp_rfpr","np_rfpr","sensitivity_max","specificity_max","pp_max","np_max"
"49",4840,47,71,5,43,20,12,32,102,43,77,9,37,20,18,32,96,46,73,6,41,23,17,29,97,10,6,42,108,166,37.719298245614,90.3846153846154,89.5833333333333,39.8305084745763,89.4736842105263,38.4615384615385,76.1194029850746,62.5,32.4561403508772,82.6923076923077,80.4347826086957,35.8333333333333,84.2105263157895,38.4615384615385,75,52.6315789473684,35.9649122807018,88.4615384615385,87.2340425531915,38.655462184874,85.0877192982456,44.2307692307692,76.984126984127,57.5,94.7368421052632,19.2307692307692,72,62.5
"50",4860,3,59,18,445,0,3,21,501,14,131,7,373,11,23,10,481,14,104,7,400,2,3,19,501,0,0,21,504,525,88.2936507936508,14.2857142857143,96.1123110151188,4.83870967741935,99.4047619047619,0,95.9770114942529,0,74.0079365079365,66.6666666666667,98.1578947368421,9.6551724137931,95.4365079365079,52.3809523809524,97.9633401221996,32.3529411764706,79.3650793650794,66.6666666666667,98.2800982800983,11.864406779661,99.4047619047619,9.52380952380952,96.3461538461539,40,100,0,96,NA
"51",4880,24,67,24,740,2,3,46,804,31,68,17,739,11,13,37,794,31,66,17,741,17,6,31,801,3,2,45,805,855,91.6976456009913,50,96.8586387434555,26.3736263736264,99.6282527881041,4.16666666666667,94.5882352941177,40,91.5737298636927,64.5833333333333,97.7513227513228,31.3131313131313,98.3890954151177,22.9166666666667,95.5475330926594,45.8333333333333,91.82156133829,64.5833333333333,97.7572559366755,31.9587628865979,99.2565055762082,35.4166666666667,96.2740384615385,73.9130434782609,99.7521685254027,6.25,94.7058823529412,60
"52",4900,4,35,6,145,0,0,10,180,6,69,4,111,0,2,10,178,3,59,7,121,0,4,10,176,0,0,10,180,190,80.5555555555556,40,96.0264900662252,10.2564102564103,100,0,94.7368421052632,NA,61.6666666666667,60,96.5217391304348,8,98.8888888888889,0,94.6808510638298,0,67.2222222222222,30,94.53125,4.83870967741935,97.7777777777778,0,94.6236559139785,0,100,0,94.7368421052632,NA
"53",4910,81,48,7,37,64,24,24,61,76,52,12,33,58,21,30,64,79,35,9,50,63,25,25,60,49,12,39,73,173,43.5294117647059,92.0454545454545,84.0909090909091,62.7906976744186,71.7647058823529,72.7272727272727,71.7647058823529,72.7272727272727,38.8235294117647,86.3636363636364,73.3333333333333,59.375,75.2941176470588,65.9090909090909,68.0851063829787,73.4177215189873,58.8235294117647,89.7727272727273,84.7457627118644,69.2982456140351,70.5882352941177,71.5909090909091,70.5882352941177,71.5909090909091,85.8823529411765,55.6818181818182,65.1785714285714,80.327868852459
"54",4930,36,71,36,768,1,7,71,832,49,78,23,761,15,24,57,815,45,79,27,760,17,11,55,828,0,0,72,839,911,91.5375446960667,50,95.5223880597015,33.6448598130841,99.165673420739,1.38888888888889,92.1373200442968,12.5,90.7032181168057,68.0555555555556,97.0663265306122,38.5826771653543,97.1394517282479,20.8333333333333,93.4633027522936,38.4615384615385,90.5840286054827,62.5,96.569250317662,36.2903225806452,98.688915375447,23.6111111111111,93.7712344280861,60.7142857142857,100,0,92.0965971459934,NA
"55",4940,51,52,42,269,31,12,62,309,74,94,19,227,44,27,49,294,74,82,19,239,44,25,49,296,22,6,71,315,414,83.8006230529595,54.8387096774194,86.4951768488746,49.5145631067961,96.2616822429907,33.3333333333333,83.288409703504,72.0930232558139,70.7165109034268,79.5698924731183,92.2764227642276,44.047619047619,91.588785046729,47.3118279569892,85.7142857142857,61.9718309859155,74.4548286604361,79.5698924731183,92.6356589147287,47.4358974358974,92.2118380062305,47.3118279569892,85.7971014492754,63.768115942029,98.1308411214953,23.6559139784946,81.6062176165803,78.5714285714286
"56",4950,1,8,15,875,1,2,15,881,8,55,8,828,2,13,14,870,10,47,6,836,0,1,16,882,0,0,16,883,899,99.0939977349943,6.25,98.314606741573,11.1111111111111,99.7734994337486,6.25,98.3258928571429,33.3333333333333,93.7712344280861,50,99.0430622009569,12.6984126984127,98.5277463193658,12.5,98.4162895927602,13.3333333333333,94.6772366930917,62.5,99.2874109263658,17.5438596491228,99.8867497168743,0,98.2182628062361,0,100,0,98.2202447163515,NA
"57",4970,125,78,27,76,64,29,88,125,141,97,11,57,118,38,34,116,143,104,9,50,102,40,50,114,69,23,83,131,306,49.3506493506493,82.2368421052632,73.7864077669903,61.576354679803,81.1688311688312,42.1052631578947,58.6854460093897,68.8172043010753,37.012987012987,92.7631578947368,83.8235294117647,59.2436974789916,75.3246753246753,77.6315789473684,77.3333333333333,75.6410256410256,32.4675324675325,94.0789473684211,84.7457627118644,57.8947368421053,74.025974025974,67.1052631578947,69.5121951219512,71.830985915493,85.0649350649351,45.3947368421053,61.214953271028,75
"58",4980,13,25,35,836,2,4,46,857,25,48,23,813,15,16,33,845,26,38,22,823,11,13,37,848,0,1,48,860,909,97.0963995354239,27.0833333333333,95.9816303099885,34.2105263157895,99.5354239256678,4.16666666666667,94.905869324474,33.3333333333333,94.4250871080139,52.0833333333333,97.2488038277512,34.2465753424658,98.1416957026713,31.25,96.2414578587699,48.3870967741936,95.5865272938444,54.1666666666667,97.396449704142,40.625,98.4901277584204,22.9166666666667,95.819209039548,45.8333333333333,99.883855981417,0,94.7136563876652,0
