"AOU","rmse_occ_notrans","rmse_pres_notrans","rmse_gam_notrans","rmse_gam_pres_notrans","rmse_rf_notrans","rmse_rf_pres_notrans","rmse_me_pres_notrans"
6760,0.263519971319658,0.407287716197606,0.23906707059618,0.385624499581354,0.272459931617747,0.415859226697312,0.492278865211818
6770,0.277255236272136,0.396922216240494,0.233111619756081,0.368229839427195,0.291810323622822,0.419517568249878,0.521239319640348
6810,0.172325265320349,0.247501130350057,0.148288061064696,0.22321276441828,0.178465303357994,0.255989762122674,0.375284491349147
6830,0.235181717017146,0.331685368122895,0.203078353236513,0.30123502483544,0.238248108882876,0.330686831276314,0.504654828711742
6840,0.205112766355053,0.298152722571318,0.176679517435446,0.2810242099002,0.211025566657901,0.308981263948145,0.531099940623307
6850,0.285997134965461,0.423535476641697,0.209094576185661,0.398177553651189,0.326215629092305,0.471727837700554,0.480276004003436
6860,0.290816709318635,0.421340512535911,0.244864134577203,0.416541480134888,0.318864664061514,0.464649939726603,0.496475392772615
6870,0.212641618000618,0.330759624151476,0.19639719792112,0.319962861368934,0.213913772166184,0.329172699323975,0.505194532835803
6882,0.172183305421646,0.24976948985398,0.161990297290645,0.243964472062862,0.179633611149967,0.261199942752341,0.526549194608412
7030,0.152426353066711,0.216381994357178,0.130394141659417,0.199228863388989,0.15270803985499,0.221084168052216,0.401357595362665
7040,0.222004869845923,0.307479135421317,0.199458395518647,0.285257023673604,0.220392710993382,0.31346160455808,0.45744938442235
7050,0.228671435932312,0.300911937845626,0.194705259817117,0.267593306789187,0.229165254434908,0.306810367819907,0.452744013838008
7150,0.250720138956723,0.365662747880728,0.191402065606223,0.34296547594759,0.248442421058251,0.371310266202306,0.521683504945241
7180,0.208418603607475,0.259694105080469,0.15807445836679,0.237234956262993,0.214325529906862,0.274990084224592,0.365422628970798
7210,0.22014074352014,0.305534653486382,0.202438633804365,0.29336830502083,0.223243335025372,0.312915603324853,0.496022748721344
7222,0.247765517856051,0.339028467426359,0.183774273917486,0.315922590369786,0.2463335890341,0.340385800839078,0.433004873188101
7240,0.25984669588717,0.376535208203679,0.22914376893951,0.364118764101984,0.286873094951801,0.413049211338286,0.532524232840153
7250,0.153249378101919,0.250788363531552,0.131241196517928,0.244550946402242,0.164852435118683,0.266082934821456,0.466830588200766
7260,0.245684187237432,0.376283784396418,0.219417000978714,0.361968956958213,0.2585744752203,0.397986484485846,0.502333148943221
7270,0.226111933691063,0.320774120660372,0.20707925764008,0.309833267876697,0.23331910866696,0.337155317069774,0.516799314023298
7280,0.27905645497348,0.387035247063217,0.230438081897606,0.340005466897252,0.276492864593416,0.388173081609279,0.509749149141043
7350,0.180781649080049,0.261766432788921,0.149967304427452,0.236992942894435,0.180714456352127,0.260856284467517,0.41168950280419
7480,0.253223860646729,0.350334761866539,0.196446929111668,0.31488320089463,0.263417565420536,0.358393593516933,0.505940354547093
7510,0.246556611570387,0.349679348639896,0.239696774384868,0.346865577026837,0.264884631426468,0.376689470658643,0.484895879367845
7550,0.20939893751229,0.292053448517439,0.183979021359506,0.271467555609224,0.217951235454163,0.308750528389207,0.379157065012101
7560,0.220634985641391,0.32612964942508,0.197129928239645,0.304376782714964,0.227988312390289,0.331793015927987,0.473769030387985
7590,0.21316208107186,0.310592635920033,0.166984046398959,0.294013168169413,0.217434486491635,0.318526408690345,0.522065013483771
7660,0.218837747765592,0.28769739010701,0.182409307346626,0.246997390813374,0.217665192642677,0.285667734789915,0.416980440706287
