"AOU","rmse_occ","AUC","rmse_pres","AUC_pres","rmse_gam","AUC_gam","rmse_gam_pres","AUC_gam_pres","rmse_rf","AUC_RF","rmse_rf_pres","AUC_RF_pres","rmse_me_pres","AUC_me_pres"
6380,0.0972748319171911,0.4944,0.272493680513537,0.651971428571429,0.0813680019048561,0.714533333333333,0.268140560412703,0.728228571428571,0.097621109153087,0.643466666666667,0.282655162458445,0.693528571428571,0.512591643731915,0.735257142857143
6390,0.170982953952338,0.586717873176206,0.3284137647378,0.621917644992976,0.155376329902192,0.655390712682379,0.308604439147846,0.786389348785872,0.169193068417476,0.628367003367003,0.317296443180268,0.740128938390528,0.485215374223841,0.775552503511941
6410,0.152951552127031,0.575288403157256,0.329268420135646,0.664686066671056,0.139901753511212,0.695644974333499,0.305555843732215,0.812830557201484,0.146000896870118,0.734696693713087,0.315785597087942,0.761661399697149,0.468832737974729,0.803980951126912
6420,0.102031305136574,0.605737337516809,0.231986928826808,0.796716891356067,0.0834196400380548,0.763962348722546,0.222725709907911,0.865440126883426,0.0979564967609629,0.756701030927835,0.227410406260931,0.822355273592387,0.380954083433489,0.86131641554322
6450,0.227341482257556,0.750968126303247,0.319529143754776,0.669685616736555,0.207556639780218,0.449905669744812,0.307703242545384,0.766332118879036,0.233692172108421,0.640353490219442,0.323126264652003,0.712687037418941,0.47605710370612,0.770439494970326
6460,0.236234359588238,0.493911073350326,0.309398600494163,0.67695426319901,0.221558259997867,0.579269328802039,0.302006942888629,0.746537380326504,0.236380838591896,0.620787312376097,0.313796847538744,0.703677304944319,0.491256918213438,0.758802666316936
6480,0.263602364799209,0.563975528771994,0.385262808385826,0.593393561072455,0.253953133238563,0.531007346597297,0.374509464025619,0.685346651522238,0.263191505707688,0.599688880755052,0.380098936716022,0.697766833064488,0.537619047602155,0.691892799078608
6520,0.293385852695133,0.511448401282262,0.360596615579278,0.626148112685459,0.284541932352936,0.63192246835443,0.356334204577602,0.671304869157319,0.28635050389412,0.512172756041427,0.358034463240475,0.693522870018184,0.545923218902253,0.674438900552535
6540,0.212596714916782,0.50790091821482,0.344715320237673,0.642983931240658,0.189602599738456,0.583493487080931,0.322614812808678,0.793208146487294,0.218631464167254,0.58680333119795,0.341140134820678,0.703849028400598,0.489446427513405,0.764500587230408
6550,0.190706674164643,0.736547110538568,0.246152616501946,0.802226210251543,0.167134254852744,0.805455737112121,0.22913986843635,0.891037316089226,0.188101934039214,0.811625646936515,0.236267855330241,0.85594447081158,0.353842951815774,0.887359100616991
