"stateroute","mat.point","mat.mean","mat.var","elev.point","elev.mean","elev.var","map.point","map.mean","map.var","ndvi.mean"
2049,173.666666666667,172.671568627451,2.64276960784314,52,65.9411764705882,544.183823529412,115.166666666667,116.700980392157,1.31602328431372,0.818009523809524
2050,180.666666666667,179.490196078431,4.21170343137255,67,80.2352941176471,603.816176470588,111.166666666667,112.446078431373,4.45394199346405,0.799462380952381
2051,171.25,171.342105263158,18.5006903833658,150,156.947368421053,2435.16374269006,118.75,117.478070175439,11.1650016244315,0.807403381642512
2052,182.583333333333,182.642156862745,6.99458741830067,68,59.6470588235294,211.867647058824,132.583333333333,131.235294117647,4.78666258169935,0.788727053140097
2053,178.333333333333,180.455882352941,3.31520629084967,106,64,448,126.583333333333,126.06862745098,7.73457924836602,0.819558571428571
2054,184.416666666667,184.852941176471,10.6567095588235,80,80.0588235294118,373.933823529412,122.416666666667,123.485294117647,20.5583639705882,0.778490476190476
2055,181.5,182.796296296296,7.12844952795932,138,123.944444444444,241.349673202614,112.25,113.055555555556,2.55637254901961,0.799530392156863
2056,164.083333333333,161.708333333333,10.9618055555555,166,208.944444444444,2741.58496732026,117.833333333333,118.699074074074,4.67821804647785,0.815458631405378
2057,153.5,153.204166666667,3.53543494152047,235,221.55,1083.83947368421,121.916666666667,121.225,9.17916666666667,0.810725905196241
2058,139.583333333333,145.328703703704,21.1784903776325,446,330.888888888889,6524.1045751634,124.5,121.050925925926,8.81465595497457,0.804055555555556
2059,167.25,167,7.5078125,87,88.1764705882353,423.779411764706,119.5,119.686274509804,6.31816789215686,0.825001877934272
2060,167.5,166.719298245614,12.0256254061079,122,123.894736842105,1051.76608187135,120.416666666667,121.039473684211,4.10522254710851,0.815814705882353
2061,158.583333333333,160.671568627451,9.98044321895425,243,209.352941176471,1862.24264705882,119.25,118.299019607843,2.30300245098039,0.807682166428523
2062,151.333333333333,153.392156862745,2.42601102941176,325,273.764705882353,3203.69117647059,119.916666666667,118.176470588235,3.96691176470589,0.819695305164319
2063,176,176.106481481481,2.69346859114015,66,59.8333333333333,280.147058823529,115.666666666667,116.157407407407,1.93700072621641,0.803717391304348
2064,167.583333333333,167.75,20.8237847222223,189,179.235294117647,2186.19117647059,121.25,119.872549019608,6.94715073529411,0.812267647058823
2065,176.666666666667,174.351851851852,16.6932643427741,80,122.5,1606.26470588235,114.833333333333,115.824074074074,11.1788307915759,0.802966666666667
2066,181.083333333333,182.267543859649,7.49504548408056,72,79.8947368421053,442.099415204678,131.833333333333,131.517543859649,5.12313190383365,0.789381428571429
2067,179.666666666667,181.658333333333,6.17536549707603,117,94.8,285.326315789474,124,122.691666666667,15.8787280701755,0.795366169154229
2068,189.833333333333,190.142156862745,1.93208741830066,68,60,364.75,115.333333333333,117.31862745098,10.8691278594771,0.752439047619048
2069,187.583333333333,187.616666666667,9.71309523809521,56,51.6,259.257142857143,135.333333333333,134.583333333333,1.56249999999999,0.772347417840376
2070,198.5,196.621794871795,4.01923076923075,8,18.6923076923077,200.564102564103,128.25,129.692307692308,10.9113247863248,0.523306734779893
2071,155.25,152.377450980392,8.80131740196079,173,203.941176470588,742.058823529412,116.666666666667,117.926470588235,1.34972426470588,0.777094685990338
2072,149.25,150.226851851852,8.07255355846042,247,225.222222222222,717.24183006536,119.583333333333,118.486111111111,0.322916666666667,0.766960656436488
2073,139.583333333333,142.960784313725,11.1520118464052,426,339.176470588235,4502.02941176471,126.333333333333,123.25,5.62413194444445,0.827019523809524
2102,154.5,153.530701754386,2.54182910981156,208,206.368421052632,656.134502923977,119.416666666667,119.166666666667,4.12731481481482,0.78601471116639
2105,154.25,153.725490196078,4.288858251634,258,262.588235294118,1082.00735294118,118.583333333333,119.46568627451,1.20925245098039,0.807057687793427
2109,150.833333333333,150.245098039216,19.1158598856209,280,289.411764705882,4379.38235294118,119.416666666667,119.838235294118,3.92575571895424,0.796056510632422
2111,156.333333333333,156.175925925926,10.8553013798112,271,265.555555555556,3542.96732026144,118.75,119.013888888889,5.2126225490196,0.822494520547945
2137,189.75,188.127450980392,9.67892156862746,15,45.9411764705882,573.933823529412,133.166666666667,133.553921568627,4.1718239379085,0.788056855428739
2140,198.166666666667,195.856060606061,4.45984848484847,3,12,151.6,127.666666666667,130.424242424242,4.21590909090908,0.450263263777448
2141,198.416666666667,197.076388888889,3.86800294612792,10,18.6666666666667,178.424242424242,127.083333333333,128.451388888889,9.76446759259259,0.583447169097573
2142,196.75,196.738095238095,4.17933455433454,24,20.5,186.576923076923,128.833333333333,129.196428571429,12.1576999389499,0.582107705612958
2156,164.583333333333,163.348039215686,10.5045445261438,166,203.588235294118,2573.50735294118,119.416666666667,119.705882352941,4.05739379084967,0.816990540540541
2162,151.333333333333,153.293859649123,2.3637102014295,325,275.736842105263,3602.64912280702,119.916666666667,118.013157894737,4.08970922677063,0.818013242009133
2164,167.583333333333,167.75,20.8237847222223,189,179.235294117647,2186.19117647059,121.25,119.872549019608,6.94715073529411,0.812267647058823
2201,153.666666666667,154.782407407407,16.5327932098766,183,176.777777777778,2618.30065359477,123.666666666667,122.361111111111,4.87990196078431,0.821918785863328
2203,150.5,149.5875,13.246692251462,240,242.6,2418.14736842105,119.166666666667,119.183333333333,2.59546783625731,0.776130882352941
2204,148.833333333333,143.37037037037,13.951978939724,237,357.888888888889,4598.81045751634,120.583333333333,123.328703703704,4.26917665214234,0.818590277777778
2205,162.25,162.467592592593,15.8301788307916,101,107.111111111111,806.81045751634,121.166666666667,121.518518518519,9.04865649963688,0.817031904761905
2206,161.833333333333,159.032407407407,10.9657997458243,128,168.444444444444,810.143790849673,120.333333333333,121.37962962963,4.21750181554103,0.814323223443223
2207,153.75,158.196078431373,10.0259906045752,308,226.294117647059,1984.34558823529,121.333333333333,118.514705882353,2.29794730392157,0.815288273908237
2208,158.5,161.078703703704,15.2846995279593,281,227.5,4114.14705882353,122.333333333333,119.972222222222,7.06699346405228,0.819629951690821
2209,157.5,160.455882352941,19.5825674019608,310,267.529411764706,2045.63970588235,121.166666666667,119.460784313725,8.97579656862745,0.823928638497653
2210,177.333333333333,178.338235294118,2.16447099673203,61,58.2941176470588,163.220588235294,115.833333333333,116.132352941176,8.75699550653594,0.814882857142857
2211,179.5,177.200980392157,14.7352941176471,70,98,1464.75,111.333333333333,113.529411764706,8.6700878267974,0.780761274509804
2212,171.5,174.203125,14.7073784722222,196,155.9375,1822.19583333333,112.75,110.026041666667,34.4275173611111,0.794849509803922
2213,185.583333333333,185.950980392157,10.7231413398693,74,47.7647058823529,400.441176470588,134.75,132.980392156863,2.81122344771242,0.783614975845411
2214,178.916666666667,179.838235294118,2.61065155228759,83,68.4705882352941,347.264705882353,124.166666666667,124.299019607843,13.4922385620915,0.822098009950249
2215,178.75,179.43137254902,0.885620915032684,139,119.705882352941,409.345588235294,115.583333333333,115.357843137255,7.33746936274509,0.824314646464647
2216,182.916666666667,183.793859649123,8.70244476933074,120,113.947368421053,369.497076023392,111.583333333333,111.030701754386,4.4592673814165,0.791871014492754
2217,193.5,194,5.46875,7,18.7058823529412,310.470588235294,132.916666666667,133.06862745098,7.88214869281045,0.636553956645082
2218,191.916666666667,190.941176470588,8.41646241830067,51,50.7058823529412,422.720588235294,135,134.392156862745,2.79753880718955,0.754392753623189
2306,161.833333333333,159.032407407407,10.9657997458243,128,168.444444444444,810.143790849673,120.333333333333,121.37962962963,4.21750181554103,0.814277936292271
2750,152.75,151.787037037037,4.7608024691358,262,255.777777777778,1467.12418300654,118.666666666667,119.333333333333,1.72467320261438,0.799024010086554
2751,163.166666666667,160.550925925926,7.66923111837328,164,211.111111111111,2094.1045751634,116.583333333333,118.106481481481,3.76863198983297,0.813517543133195
2752,174.166666666667,174.572916666667,5.6554398148148,87,89.6875,777.429166666667,117.666666666667,116.65625,5.58784722222222,0.807883333333333
2753,183.166666666667,184.024509803922,8.8331290849673,54,56.3529411764706,817.617647058824,130.083333333333,130.588235294118,7.14103349673202,0.80768115942029
2754,193.5,192.995098039216,4.14537377450981,19,36.1764705882353,350.279411764706,134.666666666667,133.808823529412,3.3687193627451,0.689935975549119
3001,-74.5,-70,62.4623655913978,897,785.3125,33705.7056451613,20.5,20.6536458333333,3.03230706765233,0.859535075288446
3002,-57.6666666666667,-61.5185185185185,15.0190917107584,221,305.805555555556,13282.903968254,17.4166666666667,17.1921296296296,0.288817239858907,0.844561150335148
3003,-56.1666666666667,-60.9730392156863,71.3546803822539,579,696.882352941176,28560.2281639929,23.9166666666667,23.1053921568627,2.73834546444841,0.88115281264706
3004,-30.25,-37.1761904761905,29.9929621848739,303,425.257142857143,9489.49075630252,25.9166666666667,25.852380952381,1.56376050420168,0.854431986349528
3005,-53.9166666666667,-51.9607843137255,24.4403347197465,435,386.676470588235,12941.1951871658,23.8333333333333,24.0637254901961,0.127550009902951,0.878549488500879
3006,-65.75,-59.8661616161616,175.117161195286,1374,1240.90909090909,82646.7727272727,30.75,32.1767676767677,9.96517255892256,0.684790604349941
3007,-41.4166666666667,-47.5361111111111,119.878679757344,930,1014.2,50436.2344827586,29.5,28.9638888888889,7.46919699872286,0.816411822419794
3008,-39.0833333333333,-51.6136363636364,119.40790719697,505,776.969696969697,83775.0928030303,23.75,22.3308080808081,1.8778146043771,0.790084438160623
3009,-33.25,-42.3863636363636,200.879261363636,660,854.090909090909,147709.147727273,26.5833333333333,25.8308080808081,10.2180923821549,0.776919088867789
3010,-65.8333333333333,-59.1838235294118,44.7671630520895,784,658.352941176471,13337.8110516934,20.75,22.6102941176471,5.15644805902159,0.820814986963797
3011,-60.6666666666667,-58.6328125,43.980223734319,1101,1054.5,25095.4838709677,21,21.5677083333333,0.639084901433691,0.800609231523382
3012,-51.9166666666667,-58.1565656565657,74.761179503367,990,1137.57575757576,38497.0643939394,28.9166666666667,28.8611111111111,6.71166087962963,0.751923484922004
3013,-43.0833333333333,-53.4015151515151,59.6798847853535,864,1127.87878787879,29022.9223484848,35.4166666666667,35.2020202020202,18.9097353745791,0.6982713131418
3015,-53.5833333333333,-54.4217171717172,143.772109111953,1110,1137.24242424242,108019.751893939,42.4166666666667,41.6944444444444,5.4486400462963,0.613968881518867
3016,28.9166666666667,7.68888888888889,226.586653895275,285,715.8,93883.8206896552,112.833333333333,92.7277777777778,288.329469987229,0.551730199449839
3017,18.8333333333333,11.9944444444444,132.163761174968,33,214.833333333333,93158.4885057471,35.5,40.7694444444444,30.6722621328225,0.78770409564345
3018,16.0833333333333,9.91388888888889,82.3632583014049,304,418.933333333333,95368.9609195402,56.3333333333333,56.0527777777778,87.1918023627076,0.729465721425226
3019,26.9166666666667,18.3425925925926,87.5445156695157,131,363.62962962963,60443.8575498576,61.5,65.8734567901235,44.2560739157962,0.629793953183185
3020,34.8333333333333,30.3839285714286,260.942561360964,357,449.785714285714,102496.619047619,131.416666666667,127.693452380952,490.740253894768,0.699608431641305
3021,37.5833333333333,24.9166666666667,335.666132478633,278,529.62962962963,133704.011396011,117.833333333333,110.91975308642,316.798868312757,0.630548786129459
3023,65.3333333333333,62.6,9.93865740740741,119,196.36,6128.49,232.833333333333,232.65,146.530671296296,0.718479755963633
3024,66.9166666666667,65.6296296296296,36.5381054131054,175,175.703703703704,11671.5242165242,272.583333333333,253.453703703704,366.457977207977,0.643439575819239
3025,2,-1.65591397849462,260.470250896057,806,893.709677419355,100170.879569892,72.3333333333333,74.8548387096774,244.058318399044,0.517528694440572
3026,56.75,61.7633333333333,11.1832638888889,347,208.04,6082.95666666667,222,228.74,55.4475231481482,0.725005568286827
3028,12.6666666666667,13.9548611111111,16.5531275161031,77,130.666666666667,15655.7101449275,43.5833333333333,47.6458333333333,21.1710446859903,0.760754423854113
3029,-13.0833333333333,-23.7805555555556,435.825901979566,698,947.866666666667,186770.671264368,44.3333333333333,45.3,26.2459770114943,0.705053828410269
3030,16.25,11.739247311828,68.0012694145759,56,137.064516129032,42201.1290322581,38.9166666666667,42.1720430107527,18.2161738351254,0.858514286186809
3031,37.5833333333333,36.47,55.543912037037,247,221.56,29298.0066666667,132.833333333333,127.183333333333,46.6707175925926,0.705959866062883
3040,-49.0833333333333,-52.6323529411765,50.8333828480887,503,566.647058823529,25070.0534759358,24,23.781862745098,3.68645400079224,0.877813865443868
3041,-37.8333333333333,-36.8257575757576,20.1633522727273,244,289.030303030303,11695.0303030303,28.5,27.4494949494949,1.60414036195286,0.870097723692506
3042,-37,-38.3257575757576,38.2423453282828,268,271.818181818182,10815.2159090909,26.8333333333333,26.5858585858586,1.9715646043771,0.875923476326517
3050,31.3333333333333,24.2152777777778,213.53376610306,150,243.833333333333,50121.1014492754,154.166666666667,145.055555555556,542.987117552335,0.616856357782481
3051,-19.75,-18.8583333333333,466.949305555556,834,868.733333333333,128065.926436782,80.5,84.6222222222222,497.889719029374,0.570244086756909
3052,-21.3333333333333,-35.252688172043,114.877538829152,397,806.258064516129,82083.7978494624,37.1666666666667,39.2849462365591,78.4952658303465,0.807917313201703
3053,-46.3333333333333,-49.7416666666667,54.19844348659,1022,1078.9,55827.3344827586,37.5,36.1361111111111,22.5610552362708,0.644141615402821
3054,-34.6666666666667,-37.0725806451613,23.2915471923536,564,634.064516129032,16548.9290322581,22.5,24.3790322580645,3.14761051373955,0.806552449443162
3055,-35.9166666666667,-37.6194444444444,76.4893119412516,752,842.8,79159.3379310345,36.75,38.6861111111111,50.9782966155811,0.777325117889773
3060,16.5833333333333,8.97023809523809,29.5124559082892,44,235.071428571429,28122.1428571429,56.0833333333333,56.8511904761905,40.2903071722516,0.762851078604599
3084,-54,-49.6666666666667,15.121632996633,303,176.235294117647,13881.76114082,31.4166666666667,30.6151960784314,1.21717790651614,0.845068504440764
3090,41.3333333333333,43.0138888888889,12.78125,174,127.944444444444,6195.93790849673,128.5,126.643518518519,2.16487381989833,0.435384917629854
3101,-68.5833333333333,-70.7135416666667,24.7136816756272,782,830.78125,14321.4022177419,19.9166666666667,19.7916666666667,1.26478494623656,0.857884671313423
3115,-51.4166666666667,-48.7239583333333,55.2354110663082,985,900.25,64443.935483871,34.5833333333333,35.6041666666667,13.6845878136201,0.778300207068317
3116,-3.66666666666667,2.54722222222222,52.646400063857,855,725.233333333333,27654.4609195402,73.8333333333333,78.4833333333333,176.34837164751,0.634131239617052
3117,19.5833333333333,0.0807291666666667,274.595199092742,93,482.5,147255.741935484,35.75,42.40625,29.2243503584229,0.822850190689441
3118,17,15.0862068965517,15.2343664477285,78,107.448275862069,12816.3275862069,46,46.3994252873563,14.8077278325123,0.789687519547049
3119,25.1666666666667,19.9509803921569,36.639808006536,97,195.352941176471,17251.6176470588,57.8333333333333,55.7303921568627,14.1159109477124,0.69502527035307
3121,50.25,43.3633333333333,161.231412037037,215,356.52,75049.5933333333,178.916666666667,170.426666666667,623.760601851852,0.737017551130983
3122,30.25,47.7660256410256,84.3844551282051,708,305.615384615385,44329.6061538462,193.916666666667,211.705128205128,762.959572649572,0.589725009534319
3123,60.3333333333333,61.3717948717949,11.5017948717949,230,215.692307692308,6241.42153846154,224.333333333333,228.926282051282,67.598514957265,0.71015302753413
3125,39.75,30.3541666666667,120.97797880117,13,146.55,41306.2605263158,279.416666666667,236.083333333333,1307.7514619883,0.677808389229366
3131,43.5833333333333,38.825,85.8303362573099,161,241.1,34833.5684210526,135.666666666667,130.166666666667,33.6761695906433,0.651302028218695
3142,-55.5833333333333,-55.6071428571429,42.4552987861811,620,620.8,16786.8705882353,22.5833333333333,22.8285714285714,2.88069561157796,0.869369610114175
3180,6.91666666666667,6.125,11.0048868312757,28,45.1071428571429,1898.61772486772,50.75,49.6666666666667,1.79526748971193,0.736394603174603
3191,35.4166666666667,32.55,17.7605263157895,9,78.85,11228.0289473684,79.5833333333333,79.4041666666667,0.388358918128655,0.544569113863287
3192,9.5,9.57738095238095,7.91354350382128,66,83.2857142857143,5001.24867724868,45.5833333333333,46.2767857142857,13.3812003968254,0.765151335478681
3212,-48.3333333333333,-45.9027777777778,22.6595226692209,757,777.966666666667,15011.6195402299,26.25,28.3027777777778,10.6161318646232,0.7969728
3216,-8.58333333333333,4.16388888888889,117.86086366539,912,569.533333333333,86431.016091954,62.1666666666667,62.1861111111111,210.410767879949,0.71419265500753
3217,17.5,8.77083333333333,167.784498207885,86,244.46875,102096.450604839,36.5833333333333,41.0546875,13.924556171595,0.853670348980143
3218,10.0833333333333,14.2462121212121,15.8726701539202,30,100.772727272727,10727.8982683983,41.1666666666667,47.6022727272727,27.3643728956229,0.732653125725411
3221,51.5,43.5895061728395,178.400601456157,182,371.037037037037,81903.1908831909,171.583333333333,169.688271604938,665.254055872112,0.733936160743521
3223,61.5833333333333,59.8173076923077,19.1355662393162,168,215.038461538462,9233.95846153846,221.333333333333,222.935897435897,133.489615384615,0.679984625174318
3224,51.6666666666667,45.9647435897436,70.8562072649573,266,370.615384615385,30763.2861538462,175.333333333333,169.592948717949,391.871848290598,0.739609007298313
3231,37.5833333333333,36.47,55.543912037037,247,221.56,29298.0066666667,132.833333333333,127.183333333333,46.6707175925926,0.70469245314611
3284,-45.9166666666667,-49.0429292929293,7.43321233164983,40,88.4545454545455,2795.69318181818,29,29.290404040404,0.831649831649832,0.839133323602385
3313,6.5,-2.92447916666667,82.1583151321685,117,329.75,40569.935483871,55,53.0963541666667,10.3813214045699,0.859995500557947
3318,19,13.5472222222222,40.4577027458493,86,226.066666666667,55481.167816092,47.5,49.7694444444444,39.1186222860792,0.786592084665269
3319,25.0833333333333,18.1594202898551,71.008152173913,150,317.130434782609,51163.6640316206,57.4166666666667,61.445652173913,39.2851064997804,0.662997834083437
3321,36.5833333333333,22.2066666666667,242.505277777778,38,323.44,87643.9233333333,229.5,200.623333333333,1911.59787037037,0.645931994079889
3372,-100.416666666667,-105.839743589744,104.015491452991,806,971.25641025641,37800.7219973009,22.3333333333333,22.6752136752137,0.427556605188184,0.748350940169001
3401,18.8333333333333,11.9944444444444,132.163761174968,33,214.833333333333,93158.4885057471,35.5,40.7694444444444,30.6722621328225,0.78770409564345
3402,-32.5833333333333,-38.4772727272727,24.2375541125541,18,108.636363636364,8003.670995671,34.4166666666667,34.3787878787879,0.206168831168831,0.657828985507246
3403,-67.3333333333333,-67.2453703703704,55.2817239858907,475,458.305555555556,27425.9896825397,26.9166666666667,26.9467592592593,0.796489197530864,0.867514210132303
3404,-75.1666666666667,-79.6036036036036,79.269060727394,455,596.297297297297,39443.6036036036,24.8333333333333,25.1914414414414,0.687833667000334,0.871962798150196
3405,-36.25,-39.6354166666667,25.5318916062802,45,123.083333333333,9522.94927536232,33.6666666666667,33.9479166666667,0.0584616545893718,0.683256178932179
3406,-27.5,-37.6822916666667,75.7941028225807,339,494.0625,46689.0282258065,26,25.640625,3.74661178315412,0.829157375979474
3407,-44.25,-45.4901960784314,31.4771736977619,200,250.411764705882,12664.1889483066,29.75,30.156862745098,0.327762923351159,0.816144278606965
3408,-122.416666666667,-125.552083333333,85.4970397079772,1064,1123.15,92878.2846153846,19.8333333333333,19.625,0.668803418803419,0.546478270042194
3409,-106,-112.4375,22.3816773504273,447,639.65,36743.3615384615,17.25,17.6354166666667,0.62951834045584,0.742438969671202
3410,-35,-36.6015625,2.95149389560932,26,61.34375,631.845766129032,32.8333333333333,32.7161458333333,0.749040938620072,0.813657731603551
3411,43.0833333333333,41.4506172839506,34.7143478949035,281,309.148148148148,14039.7464387464,128.75,132.530864197531,67.6181346945236,0.723851805011064
3412,59.3333333333333,57.9198717948718,16.5963782051282,129,170.346153846154,8011.99538461538,221.75,222.153846153846,393.833162393162,0.713415814533738
3414,-72.4166666666667,-73.1936936936937,26.9016412245579,152,239.756756756757,3600.18918918919,29.5833333333333,30.7342342342342,5.89847138805472,0.883508698301827
3415,-34.0833333333333,-36.8870967741936,23.9909946236559,119,191.870967741935,7879.04946236559,36.8333333333333,36.991935483871,2.54831242532855,0.824724968211299
3416,-61.0833333333333,-64.8285714285714,57.2271008403361,166,220.771428571429,4033.59327731092,27.9166666666667,27.95,0.0838235294117648,0.870527100391081
3417,19.5833333333333,-1.375,308.399305555556,93,521.533333333333,165494.87816092,35.75,43.1027777777778,36.0381625159642,0.812141439535204
3418,-47.1666666666667,-46.7023809523809,39.4935807656396,210,235.2,16352.4588235294,30.5833333333333,30.3642857142857,1.0780578898226,0.859894955282548
3419,-47,-51.3619047619048,22.4721988795518,273,353.628571428571,9728.76974789916,23.9166666666667,24.3285714285714,0.283881886087768,0.874660673097467
3420,-70.8333333333333,-64.8828125,20.1571950604839,906,781.96875,7054.2247983871,18,18.515625,0.367131496415771,0.845302849828432
3421,-35.8333333333333,-36.4381720430108,3.24581839904421,43,59,566.666666666667,33,33.0887096774194,0.867562724014336,0.808287631773911
3422,-43.5833333333333,-45.9137931034483,38.6470648604269,157,181.862068965517,21600.9802955665,34.75,34.6551724137931,0.433394909688013,0.646512853242853
3423,-53.25,-50.9240196078431,5.89661938007526,237,167.441176470588,4011.04188948307,32.8333333333333,32.4387254901961,0.280853881956823,0.847330260893327
3424,-36.9166666666667,-42.2972222222222,53.1789671136654,96,178.166666666667,18377.1091954023,34.1666666666667,34.3861111111111,0.20712803320562,0.686481972789116
3425,-1.5,-11.9568965517241,374.458145183361,807,1048.68965517241,129021.078817734,60.5833333333333,59.764367816092,294.86957785988,0.510226583032601
