"Aou","stateroute","occ","presence","latitude","longitude","pred_gam_occ","pres_2016","rescale"
3160,49027,0,0,44.2802984,-85.1345507,0.296357530935639,0,1
3160,49028,0,0,44.1177837,-85.8030999,0.367413342926035,0,1
3160,49128,0,0,44.1177897,-85.8031169,0.367413342926035,1,1
3160,50017,0,0,45.1642488,-94.196858,0.332732948737692,1,1
3160,50018,0,0,45.7028381,-94.2849051,0.334584211967205,1,1
3160,50027,0,0,46.4410069,-95.9888795,0.328944867952541,1,1
3160,50029,0,0,46.9200866,-96.6109471,0.325856670961076,1,1
3160,50030,0,0,46.0800609,-96.4727186,0.337906957164199,1,1
3160,50044,0,0,47.9052911,-96.3099816,0.292517559104985,0,1
3160,50066,0,0,45.6583777,-96.1336199,0.294049108322648,1,1
3160,50070,0,0,46.1225194,-95.8646727,0.341479316756181,1,1
3160,50077,0,0,47.4408422,-96.5804582,0.34345370323011,1,1
3160,51040,0,0,33.9667056,-90.7664328,0.292886722955927,0,1
3160,52003,0,0,36.8637267,-91.6865341,0.299567465140526,0,1
3160,52005,0,0,36.6608617,-93.9101019,0.315714950874447,0,1
3160,52006,0,0,36.5642282,-94.2388636,0.309180452776933,1,1
3160,52009,0,0,37.6502657,-90.6780689,0.312082533649809,0,1
3160,52012,0,0,37.7511032,-92.0354011,0.313809564095535,0,1
3160,52013,0,0,37.5143127,-92.9258039,0.310202347226967,1,1
3160,52016,0,0,37.1404034,-94.1191991,0.296908919425386,1,1
3160,52017,0,0,38.5176867,-90.9840159,0.296124257314569,0,1
3160,52018,0,0,38.0833137,-91.9847259,0.296849309203183,1,1
3160,52020,0,0,38.2794376,-92.900614,0.294066184143434,1,1
3160,52036,0,0,40.0768697,-94.8528289,0.305825119518907,0,1
3160,52037,0,0,40.4658297,-95.2344749,0.307249936238428,0,1
3160,52055,0,0,36.8802807,-93.3981849,0.313401579963577,0,1
3160,52058,0,0,37.5165109,-91.0309594,0.329318968904049,1,1
3160,52059,0,0,37.3383177,-92.8345789,0.315438407761367,1,1
3160,52062,0,0,38.1619747,-92.5999229,0.297737349752606,0,1
3160,52071,0,0,40.025462,-95.0331182,0.313453042304468,0,1
3160,52112,0,0,37.751103,-92.035401,0.313809564095535,0,1
3160,52117,0,0,38.4847567,-90.9431139,0.293817358230931,0,1
3160,52136,0,0,40.0840684,-94.8524242,0.306202176597545,0,1
3160,52137,0,0,40.4657727,-95.2344499,0.307249936238428,1,1
3160,52154,0,0,37.396993,-93.726898,0.293849186811355,1,1
3160,52155,0,0,37.937149,-92.441823,0.30254907213376,1,1
3160,52156,0,0,37.967583,-91.271917,0.317982690669926,1,1
3160,52157,0,0,37.671966,-90.558115,0.306694372507722,1,1
3160,52159,0,0,36.995397,-94.350659,0.303952878243331,0,1
3160,52160,0,0,36.536803,-93.105827,0.300712092091391,1,1
3160,52212,0,0,37.618747,-92.154503,0.313146588387595,1,1
3160,52217,0,0,38.4856457,-90.9431079,0.293817358230931,0,1
3160,52317,0,0,38.4847647,-90.9431159,0.293817358230931,1,1
3160,53101,0,0,47.8265037,-115.5453879,0.349561562440491,0,1
3160,54001,0,0,40.5520447,-95.7947529,0.298873821101579,1,1
3160,54002,0,0,40.4650912,-96.0668798,0.296855451507284,1,1
3160,54013,0,0,41.34351,-96.08125,0.294276574269728,1,1
3160,60007,0,0,35.7834627,-108.0570609,0.31898775114342,0,1
3160,60008,0,0,35.7840111,-107.2646486,0.361316544475175,1,1
3160,60014,0,0,34.8555917,-107.3866879,0.319923379658764,0,1
3160,60058,0,0,35.4463117,-107.4433369,0.326379769066123,0,1
3160,60158,0,0,35.4463117,-107.443336,0.326379769066123,1,1
3160,60163,0,0,34.5445357,-108.7904439,0.315535272535097,0,1
3160,61008,0,0,41.9708297,-73.9211209,0.30819008229955,1,1
3160,61009,0,0,41.7522667,-73.9895919,0.292914732194829,0,1
3160,61012,0,0,41.8019497,-74.0071189,0.29669171437094,0,1
3160,61013,0,0,41.5334407,-74.5802369,0.335351373389932,1,1
3160,61014,0,0,42.0000917,-74.3467809,0.30479241466455,0,1
3160,61015,0,0,41.4526297,-74.5049339,0.321464151612405,0,1
3160,61016,0,0,42.3497047,-73.4115969,0.316371758383014,0,1
3160,61017,0,0,42.7275747,-73.3039629,0.30258028071987,0,1
3160,61018,0,0,42.3521387,-73.9939669,0.323840694653766,0,1
3160,61019,0,0,42.3202337,-73.6753829,0.306492037861207,1,1
3160,61021,0,0,42.3989107,-74.1783949,0.329797709434824,0,1
3160,61023,0,0,42.6609927,-74.8633269,0.308543212977973,0,1
3160,61025,0,0,42.6548767,-74.4021599,0.313421696871874,0,1
3160,61028,0,0,42.1781437,-74.1214389,0.346033257238207,0,1
3160,61030,0,0,42.3472227,-75.9366669,0.361524126402599,1,1
3160,61032,0,0,42.5200097,-75.7308889,0.345262169715961,0,1
3160,61033,0,0,42.0123327,-75.8032509,0.363170694749829,1,1
3160,61035,0,0,42.9082127,-75.4667379,0.305321231696986,1,1
3160,61036,0,0,42.4021987,-75.6038909,0.351634442071844,0,1
3160,61038,0,0,42.3591667,-76.0044449,0.362047852684117,1,1
3160,61039,0,0,42.2073307,-76.1634009,0.361985367577671,0,1
3160,61041,0,0,42.5202627,-76.2599639,0.361567805429569,0,1
3160,61043,0,0,42.5515907,-76.6333469,0.320344200304732,0,1
3160,61044,0,0,42.0423777,-76.0359509,0.354602166149156,1,1
3160,61046,0,0,42.5032347,-77.8406359,0.369314702697265,0,1
3160,61050,0,0,42.7071007,-77.5926879,0.312885316170259,1,1
3160,61052,0,0,42.6940897,-77.9559089,0.337999360545122,1,1
3160,61055,0,0,42.6178717,-78.1784059,0.365189219162387,1,1
3160,61058,0,0,42.6213397,-78.1039209,0.360293441940392,1,1
3160,61060,0,0,42.4845267,-78.2391139,0.365519892289288,0,1
3160,61062,0,0,41.9986107,-79.4116839,0.398533710631856,1,1
3160,61063,0,0,42.5012127,-79.0380259,0.310118873263203,0,1
3160,61070,0,0,43.1693497,-76.0264589,0.293914749528161,1,1
3160,61110,0,0,42.6074657,-77.4085679,0.327486018966902,1,1
3160,61136,0,0,42.4021987,-75.6038909,0.351634442071844,1,1
3160,61146,0,0,42.5032347,-77.840635,0.369314702697265,1,1
3160,61212,0,0,41.8208287,-74.0006699,0.297790326741507,0,1
3160,63030,0,0,35.316016,-83.2186082,0.315080411465531,1,1
3160,64002,0,0,46.4854717,-97.0100549,0.30415070553418,1,1
3160,64007,0,0,47.845638,-97.6029243,0.333261773252052,1,1
3160,64014,0,0,48.4560524,-97.5356201,0.335059464156587,1,1
