"aou","rmse_occ","rmse_pres","rmse_gam","rmse_gam_pres","rmse_rf","rmse_rf_pres","rmse_me_pres"
2881,0.170364370522572,0.470121039774896,0.225302136557428,0.390318723167904,0.156199428187727,0.416773811890548,0.415972946420312
2881,0.09802021517221,0.44446116448808,0.20487424781907,0.433557750236632,0.0991832876689743,0.439230105940966,0.448981639174944
2881,0.103727340697537,0.438094538966606,0.086569894519559,0.362332354653987,0.0789394594983202,0.363992215391342,0.35576507998202
2881,0.0993907972156696,0.298340899319873,0.072098114723521,0.352399937019831,0.0704331664741205,0.357210004001938,0.372745815242351
2881,0.123597037729206,0.319978665955462,0.124948759790013,0.323556786705311,0.0938611177994803,0.305366921278502,0.332222857965763
2881,0.0846139003704713,0.370929835160987,0.278127656086438,0.348815883600238,0.0904668959920443,0.376478474645424,0.318947536667056
2881,0.187206500261768,0.394653208035613,0.0572079773132586,0.288713116404906,0.179640349519,0.287661426940957,0.349415825080388
2881,0.148730636730265,0.448955024832173,0.176900244052284,0.636959919393429,0.143574040834545,0.501313731769656,0.524668788149554
2881,0.218075964623168,0.397611838327253,0.1274056037169,0.39736021980607,0.16573023100589,0.396027517429539,0.381417305321266
2881,0.220865915035808,0.449992004225172,0.18700779146094,0.532836076502746,0.190172314117461,0.476384977256374,0.478177280493177
2890,0.224374487932715,0.332403708490613,0.241069223412342,0.226454532524949,0.180359724341783,0.217677003110607,0.401075702363261
2890,0.240429977049051,0.328126262604109,0.170545710894379,0.334192629515614,0.205009041894556,0.296565650504406,0.412867900912758
2890,0.311716670981588,0.214128588247498,0.3214745096952,0.207774236589494,0.276895088370901,0.238184216957651,0.370855766888071
2890,0.21157743810055,0.295038009603614,0.174714804455428,0.276903423380601,0.16544796188479,0.339466414184582,0.399233608187594
2890,0.308618294966982,0.36210857807359,0.258866635540486,0.322907338126807,0.24238814673027,0.294274652030077,0.416340110142423
2890,0.307590797610469,0.399880372130168,0.309139964226998,0.349058846910703,0.228135631641288,0.354265348639091,0.427333016510677
2890,0.25680274434803,0.27098977109583,0.208719089553282,0.228592219093422,0.187782094915052,0.226557922392005,0.392356029598756
2890,0.276106428091744,0.434215863800183,0.255238996690911,0.351598787610124,0.223806976535828,0.332711243310353,0.437884301162165
2890,0.261225739222826,0.251561756992825,0.24345759270997,0.269642944297869,0.224884103434914,0.259312388669068,0.371931628676049
2890,0.251880731015042,0.320899217022853,0.257631975902483,0.398966290039712,0.207422986093558,0.318292732474525,0.413135469318874
3000,0.0820961624905601,0.376303978440959,0.10515010475864,0.397523590845914,0.105853370162318,0.414552929745825,0.407287459560043
3000,0.124400672774174,0.430864491246712,0.139117185580766,0.424923995413574,0.111580454940595,0.434523576116484,0.438743812989604
3000,0.188564831273265,0.436693950744727,0.191699905363789,0.468921706226733,0.172407849506421,0.446251781820283,0.437755871915129
3000,0.123338777480602,0.426665262343343,0.123804847626044,0.441162330813261,0.116383554974695,0.450371327953199,0.42920698561219
3000,0.172640837333653,0.428250449307205,0.168350110204341,0.446751429446672,0.14433610662927,0.419949783499618,0.438016890210251
3000,0.159250661337543,0.457123827524048,0.132666942934356,0.478715904667846,0.149838455108809,0.441927869512494,0.450824526582897
3000,0.162245468932632,0.471566339110779,0.197575566556875,0.510704818251004,0.160398098683426,0.46040062833518,0.465500434628841
3000,0.153599468701233,0.469577225404259,0.142185726852663,0.467574381431027,0.141945545264993,0.49452241561962,0.450270044333706
3000,0.109692359111095,0.433101782131644,0.115168256103399,0.431352710982239,0.104810116212857,0.436725633574632,0.456821589422795
3000,0.118550488090063,0.470043486074668,0.142878670097287,0.453201162520401,0.0996149211640431,0.422856336004879,0.443134346709012
3120,0.220991265951769,0.299357936889137,0.458610368926131,0.365148372213597,0.188440166070405,0.394655578673073,0.377552261432973
3120,0.136648798196233,0.322172872742945,0.38034081723624,0.463051000932209,0.196039299420059,0.420502311678526,0.39829180433888
3120,0.196206730461906,0.350502735668686,0.534500955320202,0.654649119883694,0.304624076901131,0.346062246900986,0.406070581111473
3120,0.268408089202982,0.309663015566643,0.382645693310978,0.260425130352716,0.285707600947461,0.310507817809206,0.311391171444192
3120,0.212465731233386,0.381711353268971,0.309064793688208,0.462910049887861,0.214943221042111,0.355835056982554,0.362099518428865
3120,0.225987628320371,0.331670121863156,0.541267853058903,0.310040390162474,0.217526948950996,0.313311503545542,0.331138357283392
3120,0.37474272341229,0.445040650386994,0.487005872446338,0.597614304667197,0.354729526674243,0.518990133022395,0.425306642905166
3120,0.169595812943485,0.341328382350822,0.24467933874446,0.462910049898559,0.188241766175789,0.332955795483472,0.33020569584348
3120,0.173172840592424,0.449035965811432,0.663888549996312,0.654653670585432,0.148306374917836,0.395867557116996,0.36991730213608
3120,0.226716121196851,0.370675673377335,0.314444103857392,0.377964473009227,0.259730702445716,0.260920614941762,0.275124882506974
3160,0.142716115547147,0.123227481965525,0.127313573901569,0.182574185835055,0.139913975806594,0.125827951466955,0.372966246280146
3160,0.164479120544501,0.0942032101243189,0.166957774080826,0.149906020815748,0.165505496011592,0.0774869159749945,0.368524673608433
